Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
12/06/17,walking,walking,2017-06-12T07:52:27+02:00,2017-06-12T07:52:46+02:00,19,0.015,30,1
12/06/17,walking,walking,2017-06-12T08:03:27+02:00,2017-06-12T08:04:40+02:00,73,0.042,85,3
12/06/17,cycling,cycling,2017-06-12T08:13:23+02:00,2017-06-12T08:20:33+02:00,430,1.974,0,55
12/06/17,walking,walking,2017-06-12T08:20:34+02:00,2017-06-12T08:23:30+02:00,176,0.198,264,12
12/06/17,walking,walking,2017-06-12T09:24:01+02:00,2017-06-12T09:29:16+02:00,315,0.323,431,20
12/06/17,walking,walking,2017-06-12T10:32:09+02:00,2017-06-12T10:32:38+02:00,29,0.030,60,2
12/06/17,walking,walking,2017-06-12T12:10:39+02:00,2017-06-12T12:18:01+02:00,442,0.475,815,30
12/06/17,walking,walking,2017-06-12T12:18:18+02:00,2017-06-12T12:20:18+02:00,120,0.135,180,9
12/06/17,walking,walking,2017-06-12T12:41:52+02:00,2017-06-12T12:48:43+02:00,411,0.506,671,32
12/06/17,walking,walking,2017-06-12T16:51:30+02:00,2017-06-12T16:52:28+02:00,58,0.044,88,3
12/06/17,cycling,cycling,2017-06-12T16:57:15+02:00,2017-06-12T17:05:18+02:00,483,1.935,0,55
12/06/17,walking,walking,2017-06-12T17:07:04+02:00,2017-06-12T17:11:03+02:00,239,0.269,358,17
12/06/17,transport,transport,2017-06-12T17:25:36+02:00,2017-06-12T17:31:14+02:00,338,1.055,0,0
12/06/17,walking,walking,2017-06-12T17:42:18+02:00,2017-06-12T17:42:31+02:00,13,0.010,20,1
12/06/17,walking,walking,2017-06-12T18:11:45+02:00,2017-06-12T18:13:30+02:00,105,0.087,174,5
12/06/17,transport,transport,2017-06-12T18:50:03+02:00,2017-06-12T18:53:08+02:00,185,0.682,0,0
12/06/17,cycling,cycling,2017-06-12T18:53:08+02:00,2017-06-12T18:56:29+02:00,201,0.341,0,11
12/06/17,walking,walking,2017-06-12T18:56:30+02:00,2017-06-12T18:56:49+02:00,19,0.014,29,1
