Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
16/06/17,walking,walking,2017-06-16T00:07:47+02:00,2017-06-16T00:09:17+02:00,90,0.067,135,4
16/06/17,walking,walking,2017-06-16T00:41:39+02:00,2017-06-16T00:42:37+02:00,58,0.043,87,3
16/06/17,transport,transport,2017-06-16T00:43:07+02:00,2017-06-16T01:13:46+02:00,1839,23.458,0,0
16/06/17,walking,walking,2017-06-16T01:16:50+02:00,2017-06-16T01:17:16+02:00,26,0.020,40,1
16/06/17,walking,walking,2017-06-16T07:21:00+02:00,2017-06-16T07:22:03+02:00,63,0.035,70,2
16/06/17,transport,transport,2017-06-16T07:28:49+02:00,2017-06-16T08:19:41+02:00,3052,18.200,0,0
16/06/17,walking,walking,2017-06-16T08:21:42+02:00,2017-06-16T08:28:45+02:00,423,0.450,673,28
16/06/17,walking,walking,2017-06-16T08:28:46+02:00,2017-06-16T08:31:21+02:00,155,0.175,233,11
16/06/17,walking,walking,2017-06-16T08:56:08+02:00,2017-06-16T08:59:29+02:00,201,0.215,302,14
16/06/17,walking,walking,2017-06-16T11:00:26+02:00,2017-06-16T11:00:59+02:00,33,0.025,50,2
16/06/17,transport,transport,2017-06-16T11:05:24+02:00,2017-06-16T11:42:12+02:00,2208,17.929,0,0
16/06/17,walking,walking,2017-06-16T14:37:35+02:00,2017-06-16T14:39:27+02:00,112,0.084,169,5
16/06/17,transport,transport,2017-06-16T14:44:30+02:00,2017-06-16T15:21:24+02:00,2214,19.242,0,0
16/06/17,walking,walking,2017-06-16T15:21:24+02:00,2017-06-16T15:24:09+02:00,165,0.096,193,6
16/06/17,walking,walking,2017-06-16T18:03:14+02:00,2017-06-16T18:04:20+02:00,66,0.050,100,3
16/06/17,transport,transport,2017-06-16T18:10:03+02:00,2017-06-16T18:34:39+02:00,1476,7.332,0,0
16/06/17,walking,walking,2017-06-16T18:34:40+02:00,2017-06-16T18:36:15+02:00,95,0.071,143,4
16/06/17,walking,walking,2017-06-16T22:44:33+02:00,2017-06-16T22:45:50+02:00,77,0.053,106,3
16/06/17,walking,walking,2017-06-16T23:03:01+02:00,2017-06-16T23:03:04+02:00,3,0.002,5,0
16/06/17,walking,walking,2017-06-16T23:03:32+02:00,2017-06-16T23:03:52+02:00,20,0.015,31,1
