Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
20/08/17,walking,walking,2017-08-20T10:32:37+02:00,2017-08-20T10:33:06+02:00,29,0.020,40,1
20/08/17,walking,walking,2017-08-20T11:35:24+02:00,2017-08-20T11:35:53+02:00,29,0.015,30,1
20/08/17,walking,walking,2017-08-20T12:30:36+02:00,2017-08-20T12:35:01+02:00,265,0.223,298,14
20/08/17,transport,transport,2017-08-20T12:36:06+02:00,2017-08-20T12:54:34+02:00,1108,9.485,0,0
20/08/17,walking,walking,2017-08-20T14:21:32+02:00,2017-08-20T14:24:29+02:00,177,0.093,187,6
20/08/17,transport,transport,2017-08-20T14:24:30+02:00,2017-08-20T14:40:34+02:00,964,9.005,0,0
20/08/17,walking,walking,2017-08-20T16:26:39+02:00,2017-08-20T16:29:05+02:00,146,0.164,219,10
20/08/17,transport,transport,2017-08-20T16:42:03+02:00,2017-08-20T17:17:52+02:00,2149,34.705,0,0
20/08/17,walking,walking,2017-08-20T17:20:30+02:00,2017-08-20T17:24:19+02:00,229,0.258,344,16
20/08/17,walking,walking,2017-08-20T17:57:39+02:00,2017-08-20T18:01:27+02:00,228,0.206,352,13
20/08/17,walking,walking,2017-08-20T18:23:52+02:00,2017-08-20T18:24:12+02:00,20,0.015,30,1
20/08/17,transport,transport,2017-08-20T18:50:12+02:00,2017-08-20T19:00:12+02:00,600,23.181,0,0
20/08/17,transport,transport,2017-08-20T19:18:16+02:00,2017-08-20T20:47:14+02:00,5338,1789.150,0,0
20/08/17,transport,transport,2017-08-20T20:58:15+02:00,2017-08-20T21:56:02+02:00,3467,406.865,0,0
20/08/17,walking,walking,2017-08-20T21:56:02+02:00,2017-08-20T21:59:43+02:00,221,0.202,405,13
20/08/17,transport,transport,2017-08-20T21:59:43+02:00,2017-08-20T22:14:56+02:00,913,7.090,0,0
20/08/17,walking,walking,2017-08-20T22:14:56+02:00,2017-08-20T22:22:18+02:00,442,0.296,551,19
20/08/17,walking,walking,2017-08-20T22:25:01+02:00,2017-08-20T22:25:41+02:00,40,0.030,60,2
