Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
09/08/17,walking,walking,2017-08-09T09:23:53+02:00,2017-08-09T09:24:44+02:00,51,0.038,77,2
09/08/17,walking,walking,2017-08-09T12:12:30+02:00,2017-08-09T12:15:07+02:00,157,0.180,241,11
09/08/17,transport,transport,2017-08-09T12:27:02+02:00,2017-08-09T12:34:59+02:00,477,3.998,0,0
09/08/17,walking,walking,2017-08-09T12:41:07+02:00,2017-08-09T12:48:12+02:00,425,0.478,638,30
09/08/17,walking,walking,2017-08-09T12:52:28+02:00,2017-08-09T12:56:18+02:00,230,0.193,242,12
09/08/17,transport,transport,2017-08-09T12:56:18+02:00,2017-08-09T12:59:58+02:00,220,0.494,0,0
09/08/17,walking,walking,2017-08-09T13:01:51+02:00,2017-08-09T13:02:44+02:00,53,0.040,80,3
09/08/17,transport,transport,2017-08-09T13:18:50+02:00,2017-08-09T13:39:44+02:00,1254,4.320,0,0
09/08/17,walking,walking,2017-08-09T13:39:45+02:00,2017-08-09T13:39:53+02:00,8,0.006,13,0
09/08/17,walking,walking,2017-08-09T19:26:31+02:00,2017-08-09T19:27:00+02:00,29,0.016,33,1
09/08/17,walking,walking,2017-08-09T20:59:06+02:00,2017-08-09T20:59:56+02:00,50,0.025,42,2
09/08/17,walking,walking,2017-08-09T21:00:26+02:00,2017-08-09T21:01:13+02:00,47,0.038,76,2
