Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
26/06/17,walking,walking,2017-06-26T00:01:36+02:00,2017-06-26T00:02:02+02:00,26,0.020,40,1
26/06/17,transport,transport,2017-06-26T00:06:31+02:00,2017-06-26T00:14:02+02:00,451,1.395,0,0
26/06/17,walking,walking,2017-06-26T00:15:07+02:00,2017-06-26T00:15:40+02:00,33,0.025,50,2
26/06/17,walking,walking,2017-06-26T08:18:59+02:00,2017-06-26T08:19:55+02:00,56,0.035,70,2
26/06/17,transport,transport,2017-06-26T08:22:10+02:00,2017-06-26T08:26:45+02:00,275,0.988,0,0
26/06/17,cycling,cycling,2017-06-26T08:26:45+02:00,2017-06-26T08:31:29+02:00,284,0.847,0,25
26/06/17,walking,walking,2017-06-26T08:31:30+02:00,2017-06-26T08:31:59+02:00,29,0.035,29,2
26/06/17,walking,walking,2017-06-26T08:32:00+02:00,2017-06-26T08:36:06+02:00,246,0.277,369,17
26/06/17,walking,walking,2017-06-26T09:29:01+02:00,2017-06-26T09:32:36+02:00,215,0.206,275,13
26/06/17,walking,walking,2017-06-26T10:53:16+02:00,2017-06-26T10:55:52+02:00,156,0.204,272,13
26/06/17,walking,walking,2017-06-26T11:58:44+02:00,2017-06-26T11:59:14+02:00,30,0.015,31,1
26/06/17,walking,walking,2017-06-26T12:03:28+02:00,2017-06-26T12:08:00+02:00,272,0.512,531,32
26/06/17,walking,walking,2017-06-26T12:08:01+02:00,2017-06-26T12:08:59+02:00,58,0.043,87,3
26/06/17,walking,walking,2017-06-26T12:28:42+02:00,2017-06-26T12:38:06+02:00,564,0.622,995,39
26/06/17,walking,walking,2017-06-26T15:10:06+02:00,2017-06-26T15:11:51+02:00,105,0.078,157,5
26/06/17,walking,walking,2017-06-26T17:08:37+02:00,2017-06-26T17:09:28+02:00,51,0.041,83,3
26/06/17,transport,transport,2017-06-26T17:19:07+02:00,2017-06-26T17:29:54+02:00,647,2.312,0,0
26/06/17,walking,walking,2017-06-26T17:41:27+02:00,2017-06-26T17:41:46+02:00,19,0.015,30,1
27/06/17,walking,walking,2017-06-27T00:24:06+02:00,2017-06-27T00:24:55+02:00,49,0.030,60,2
27/06/17,walking,walking,2017-06-27T08:32:27+02:00,2017-06-27T08:33:04+02:00,37,0.018,32,1
27/06/17,cycling,cycling,2017-06-27T08:34:15+02:00,2017-06-27T08:41:25+02:00,430,1.754,0,50
27/06/17,walking,walking,2017-06-27T08:41:47+02:00,2017-06-27T08:43:00+02:00,73,0.055,110,3
