Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
24/04/17,walking,walking,2017-04-24T10:35:55+02:00,2017-04-24T10:37:25+02:00,90,0.060,120,4
24/04/17,walking,walking,2017-04-24T11:13:07+02:00,2017-04-24T11:14:09+02:00,62,0.031,61,2
24/04/17,transport,transport,2017-04-24T11:21:28+02:00,2017-04-24T12:03:51+02:00,2543,16.130,0,0
24/04/17,walking,walking,2017-04-24T12:03:52+02:00,2017-04-24T12:04:20+02:00,28,0.021,42,1
24/04/17,transport,transport,2017-04-24T12:36:24+02:00,2017-04-24T12:54:28+02:00,1084,4.988,0,0
24/04/17,transport,transport,2017-04-24T13:04:31+02:00,2017-04-24T13:08:35+02:00,244,1.471,0,0
24/04/17,walking,walking,2017-04-24T13:11:01+02:00,2017-04-24T13:12:07+02:00,66,0.049,99,3
24/04/17,walking,walking,2017-04-24T14:34:41+02:00,2017-04-24T14:35:50+02:00,69,0.059,119,4
24/04/17,transport,transport,2017-04-24T14:49:54+02:00,2017-04-24T14:56:50+02:00,416,1.475,0,0
24/04/17,walking,walking,2017-04-24T14:59:17+02:00,2017-04-24T14:59:59+02:00,42,0.035,70,2
24/04/17,walking,walking,2017-04-24T16:11:34+02:00,2017-04-24T16:12:03+02:00,29,0.014,20,1
24/04/17,transport,transport,2017-04-24T20:19:38+02:00,2017-04-24T20:47:47+02:00,1689,14.232,0,0
24/04/17,walking,walking,2017-04-24T20:51:09+02:00,2017-04-24T20:51:28+02:00,19,0.015,30,1
24/04/17,walking,walking,2017-04-24T21:40:26+02:00,2017-04-24T21:41:09+02:00,43,0.035,70,2
24/04/17,walking,walking,2017-04-24T23:32:48+02:00,2017-04-24T23:33:17+02:00,29,0.014,20,1
25/04/17,walking,walking,2017-04-25T08:00:22+02:00,2017-04-25T08:01:51+02:00,89,0.055,110,3
25/04/17,walking,walking,2017-04-25T08:45:40+02:00,2017-04-25T08:52:13+02:00,393,0.196,299,12
25/04/17,walking,walking,2017-04-25T09:27:55+02:00,2017-04-25T09:29:08+02:00,73,0.055,110,3
25/04/17,walking,walking,2017-04-25T09:34:39+02:00,2017-04-25T09:35:25+02:00,46,0.034,69,2
25/04/17,transport,transport,2017-04-25T09:49:38+02:00,2017-04-25T10:09:58+02:00,1220,11.656,0,0
25/04/17,walking,walking,2017-04-25T10:09:59+02:00,2017-04-25T10:10:55+02:00,56,0.042,84,3
25/04/17,transport,transport,2017-04-25T10:29:10+02:00,2017-04-25T10:33:10+02:00,240,1.423,0,0
25/04/17,walking,walking,2017-04-25T10:35:15+02:00,2017-04-25T10:37:55+02:00,160,0.180,240,11
25/04/17,walking,walking,2017-04-25T12:56:38+02:00,2017-04-25T12:58:08+02:00,90,0.089,178,6
25/04/17,transport,transport,2017-04-25T12:58:08+02:00,2017-04-25T13:03:20+02:00,312,1.750,0,0
25/04/17,walking,walking,2017-04-25T13:03:39+02:00,2017-04-25T13:04:12+02:00,33,0.025,50,2
25/04/17,walking,walking,2017-04-25T13:57:03+02:00,2017-04-25T13:58:38+02:00,95,0.074,149,5
25/04/17,transport,transport,2017-04-25T13:58:39+02:00,2017-04-25T14:05:18+02:00,399,1.203,0,0
25/04/17,walking,walking,2017-04-25T14:35:56+02:00,2017-04-25T14:36:36+02:00,40,0.030,60,2
25/04/17,transport,transport,2017-04-25T14:37:52+02:00,2017-04-25T14:42:47+02:00,295,0.815,0,0
25/04/17,transport,transport,2017-04-25T16:27:59+02:00,2017-04-25T16:42:55+02:00,896,10.062,0,0
25/04/17,walking,walking,2017-04-25T16:43:18+02:00,2017-04-25T16:44:04+02:00,46,0.035,70,2
25/04/17,walking,walking,2017-04-25T18:52:22+02:00,2017-04-25T18:53:38+02:00,76,0.055,110,3
25/04/17,walking,walking,2017-04-25T19:00:36+02:00,2017-04-25T19:04:04+02:00,208,0.234,312,15
25/04/17,walking,walking,2017-04-25T19:56:07+02:00,2017-04-25T19:56:27+02:00,20,0.015,31,1
25/04/17,transport,transport,2017-04-25T19:58:49+02:00,2017-04-25T20:23:27+02:00,1478,12.935,0,0
25/04/17,walking,walking,2017-04-25T20:24:17+02:00,2017-04-25T20:24:37+02:00,20,0.015,30,1
25/04/17,transport,transport,2017-04-25T20:47:08+02:00,2017-04-25T21:24:46+02:00,2258,13.531,0,0
25/04/17,transport,transport,2017-04-25T23:58:13+02:00,2017-04-25T23:59:59+02:00,106,0.384,0,0
26/04/17,transport,transport,2017-04-26T00:00:00+02:00,2017-04-26T00:37:22+02:00,2242,22.693,0,0
26/04/17,walking,walking,2017-04-26T00:39:30+02:00,2017-04-26T00:40:23+02:00,53,0.040,80,3
26/04/17,walking,walking,2017-04-26T07:28:29+02:00,2017-04-26T07:30:55+02:00,146,0.161,215,10
26/04/17,walking,walking,2017-04-26T07:59:23+02:00,2017-04-26T08:01:31+02:00,128,0.063,74,4
26/04/17,transport,transport,2017-04-26T08:01:31+02:00,2017-04-26T11:00:15+02:00,10724,254.464,0,0
26/04/17,walking,walking,2017-04-26T11:11:52+02:00,2017-04-26T11:12:18+02:00,26,0.020,40,1
26/04/17,transport,transport,2017-04-26T11:33:20+02:00,2017-04-26T11:47:57+02:00,877,3.138,0,0
26/04/17,walking,walking,2017-04-26T11:54:25+02:00,2017-04-26T11:55:38+02:00,73,0.055,110,3
