Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
19/06/17,walking,walking,2017-06-19T08:15:23+02:00,2017-06-19T08:19:37+02:00,254,0.286,382,18
19/06/17,cycling,cycling,2017-06-19T08:25:02+02:00,2017-06-19T08:33:15+02:00,493,1.829,0,52
19/06/17,walking,walking,2017-06-19T08:33:15+02:00,2017-06-19T08:33:44+02:00,29,0.025,50,2
19/06/17,walking,walking,2017-06-19T08:33:45+02:00,2017-06-19T08:37:52+02:00,247,0.278,371,18
19/06/17,walking,walking,2017-06-19T09:43:33+02:00,2017-06-19T09:45:52+02:00,139,0.166,221,10
19/06/17,walking,walking,2017-06-19T10:20:01+02:00,2017-06-19T10:20:30+02:00,29,0.030,60,2
19/06/17,walking,walking,2017-06-19T12:03:32+02:00,2017-06-19T12:09:44+02:00,372,0.496,450,31
19/06/17,walking,walking,2017-06-19T12:09:45+02:00,2017-06-19T12:12:30+02:00,165,0.186,248,12
19/06/17,walking,walking,2017-06-19T12:37:50+02:00,2017-06-19T12:52:35+02:00,885,0.771,1468,49
19/06/17,walking,walking,2017-06-19T12:54:05+02:00,2017-06-19T12:54:41+02:00,36,0.027,55,2
19/06/17,walking,walking,2017-06-19T16:55:11+02:00,2017-06-19T16:56:14+02:00,63,0.032,65,2
19/06/17,walking,walking,2017-06-19T17:03:07+02:00,2017-06-19T17:04:47+02:00,100,0.078,156,5
19/06/17,transport,transport,2017-06-19T17:04:47+02:00,2017-06-19T17:19:25+02:00,878,1.886,0,0
19/06/17,walking,walking,2017-06-19T17:36:15+02:00,2017-06-19T17:47:54+02:00,699,0.839,1199,53
19/06/17,cycling,cycling,2017-06-19T17:47:54+02:00,2017-06-19T17:56:30+02:00,516,1.696,0,49
19/06/17,walking,walking,2017-06-19T17:57:03+02:00,2017-06-19T17:58:40+02:00,97,0.072,145,5
19/06/17,walking,walking,2017-06-19T18:00:00+02:00,2017-06-19T18:03:13+02:00,193,0.145,160,9
19/06/17,walking,walking,2017-06-19T20:24:14+02:00,2017-06-19T20:26:44+02:00,150,0.181,241,11
19/06/17,walking,walking,2017-06-19T21:27:10+02:00,2017-06-19T21:28:13+02:00,63,0.035,70,2
19/06/17,cycling,cycling,2017-06-19T21:29:54+02:00,2017-06-19T21:39:47+02:00,593,2.314,0,66
20/06/17,walking,walking,2017-06-20T08:27:24+02:00,2017-06-20T08:28:49+02:00,85,0.084,150,5
20/06/17,cycling,cycling,2017-06-20T08:28:49+02:00,2017-06-20T08:37:26+02:00,517,1.678,0,49
20/06/17,walking,walking,2017-06-20T08:37:27+02:00,2017-06-20T08:37:54+02:00,27,0.027,55,2
20/06/17,walking,walking,2017-06-20T08:37:55+02:00,2017-06-20T08:40:32+02:00,157,0.177,236,11
20/06/17,walking,walking,2017-06-20T11:23:40+02:00,2017-06-20T11:34:25+02:00,645,0.595,1191,37
20/06/17,walking,walking,2017-06-20T11:37:30+02:00,2017-06-20T11:38:30+02:00,60,0.045,90,3
20/06/17,walking,walking,2017-06-20T13:44:53+02:00,2017-06-20T13:45:42+02:00,49,0.025,50,2
20/06/17,walking,walking,2017-06-20T14:00:43+02:00,2017-06-20T14:01:38+02:00,55,0.027,48,2
20/06/17,walking,walking,2017-06-20T15:32:02+02:00,2017-06-20T15:32:31+02:00,29,0.020,40,1
20/06/17,walking,walking,2017-06-20T16:30:29+02:00,2017-06-20T16:41:26+02:00,657,0.473,884,30
20/06/17,walking,walking,2017-06-20T16:46:54+02:00,2017-06-20T16:50:27+02:00,213,0.240,321,15
20/06/17,cycling,cycling,2017-06-20T16:50:37+02:00,2017-06-20T16:57:13+02:00,396,1.398,0,40
20/06/17,transport,transport,2017-06-20T16:57:13+02:00,2017-06-20T17:04:27+02:00,434,0.591,0,0
20/06/17,walking,walking,2017-06-20T19:29:52+02:00,2017-06-20T19:30:31+02:00,39,0.030,60,2
21/06/17,walking,walking,2017-06-21T00:09:14+02:00,2017-06-21T00:09:43+02:00,29,0.015,30,1
21/06/17,walking,walking,2017-06-21T06:35:54+02:00,2017-06-21T06:36:29+02:00,35,0.024,49,2
21/06/17,walking,walking,2017-06-21T06:39:26+02:00,2017-06-21T06:39:47+02:00,21,0.043,36,3
21/06/17,cycling,cycling,2017-06-21T06:39:47+02:00,2017-06-21T06:46:43+02:00,416,1.654,0,47
21/06/17,walking,walking,2017-06-21T06:46:44+02:00,2017-06-21T06:47:40+02:00,56,0.042,84,3
21/06/17,walking,walking,2017-06-21T07:54:49+02:00,2017-06-21T07:55:18+02:00,29,0.030,60,2
21/06/17,walking,walking,2017-06-21T08:09:55+02:00,2017-06-21T08:11:57+02:00,122,0.134,179,8
21/06/17,walking,walking,2017-06-21T09:35:51+02:00,2017-06-21T09:38:26+02:00,155,0.179,239,11
21/06/17,walking,walking,2017-06-21T10:28:21+02:00,2017-06-21T10:29:07+02:00,46,0.028,57,2
21/06/17,walking,walking,2017-06-21T10:32:18+02:00,2017-06-21T10:34:50+02:00,152,0.470,212,30
