Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
01/05/17,walking,walking,2017-05-01T00:07:33+02:00,2017-05-01T00:11:49+02:00,256,0.289,385,18
01/05/17,walking,walking,2017-05-01T00:12:08+02:00,2017-05-01T00:14:56+02:00,168,0.151,226,10
01/05/17,walking,walking,2017-05-01T00:14:57+02:00,2017-05-01T00:16:56+02:00,119,0.089,179,6
01/05/17,transport,transport,2017-05-01T01:53:14+02:00,2017-05-01T02:17:46+02:00,1472,24.511,0,0
01/05/17,walking,walking,2017-05-01T14:58:34+02:00,2017-05-01T14:59:14+02:00,40,0.030,60,2
01/05/17,walking,walking,2017-05-01T15:06:57+02:00,2017-05-01T15:08:30+02:00,93,0.072,145,5
01/05/17,transport,transport,2017-05-01T15:14:15+02:00,2017-05-01T15:33:59+02:00,1184,7.810,0,0
01/05/17,walking,walking,2017-05-01T15:34:00+02:00,2017-05-01T15:34:41+02:00,41,0.030,61,2
01/05/17,cycling,cycling,2017-05-01T15:47:53+02:00,2017-05-01T16:14:33+02:00,1600,10.506,0,288
01/05/17,walking,walking,2017-05-01T16:16:50+02:00,2017-05-01T16:17:56+02:00,66,0.050,100,3
01/05/17,walking,walking,2017-05-01T18:30:48+02:00,2017-05-01T18:31:17+02:00,29,0.025,50,2
01/05/17,cycling,cycling,2017-05-01T18:33:40+02:00,2017-05-01T19:05:06+02:00,1886,12.784,0,350
01/05/17,walking,walking,2017-05-01T19:09:12+02:00,2017-05-01T19:15:54+02:00,402,0.452,603,28
01/05/17,walking,walking,2017-05-01T21:43:39+02:00,2017-05-01T21:44:08+02:00,29,0.030,60,2
01/05/17,walking,walking,2017-05-01T23:55:57+02:00,2017-05-01T23:56:26+02:00,29,0.020,40,1
02/05/17,walking,walking,2017-05-02T00:03:38+02:00,2017-05-02T00:04:34+02:00,56,0.056,113,4
02/05/17,transport,transport,2017-05-02T00:05:52+02:00,2017-05-02T00:13:40+02:00,468,2.279,0,0
02/05/17,walking,walking,2017-05-02T01:04:38+02:00,2017-05-02T01:06:23+02:00,105,0.078,157,5
02/05/17,transport,transport,2017-05-02T01:08:01+02:00,2017-05-02T01:40:34+02:00,1953,22.585,0,0
02/05/17,walking,walking,2017-05-02T01:40:51+02:00,2017-05-02T01:42:31+02:00,100,0.075,150,5
02/05/17,walking,walking,2017-05-02T11:07:02+02:00,2017-05-02T11:08:56+02:00,114,0.078,156,5
02/05/17,transport,transport,2017-05-02T11:16:58+02:00,2017-05-02T11:23:50+02:00,412,3.406,0,0
02/05/17,walking,walking,2017-05-02T11:23:51+02:00,2017-05-02T11:24:31+02:00,40,0.030,60,2
02/05/17,walking,walking,2017-05-02T12:14:50+02:00,2017-05-02T12:18:10+02:00,200,0.260,356,16
02/05/17,walking,walking,2017-05-02T12:19:21+02:00,2017-05-02T12:20:34+02:00,73,0.055,110,3
02/05/17,transport,transport,2017-05-02T12:27:23+02:00,2017-05-02T12:39:29+02:00,726,3.595,0,0
02/05/17,walking,walking,2017-05-02T12:39:29+02:00,2017-05-02T12:40:45+02:00,76,0.057,114,4
02/05/17,walking,walking,2017-05-02T14:12:27+02:00,2017-05-02T14:13:30+02:00,63,0.045,90,3
02/05/17,transport,transport,2017-05-02T14:37:11+02:00,2017-05-02T15:07:40+02:00,1829,13.096,0,0
02/05/17,walking,walking,2017-05-02T15:07:40+02:00,2017-05-02T15:11:35+02:00,235,0.284,365,18
02/05/17,walking,walking,2017-05-02T15:13:12+02:00,2017-05-02T15:18:34+02:00,322,0.362,483,23
02/05/17,walking,walking,2017-05-02T20:06:19+02:00,2017-05-02T20:14:01+02:00,462,0.373,747,23
02/05/17,transport,transport,2017-05-02T20:14:01+02:00,2017-05-02T20:40:03+02:00,1562,9.875,0,0
02/05/17,walking,walking,2017-05-02T20:42:38+02:00,2017-05-02T20:47:58+02:00,320,0.399,448,25
02/05/17,walking,walking,2017-05-02T20:47:59+02:00,2017-05-02T20:54:19+02:00,380,0.428,570,27
02/05/17,walking,walking,2017-05-02T23:48:19+02:00,2017-05-02T23:48:32+02:00,13,0.010,20,1
03/05/17,walking,walking,2017-05-03T00:17:34+02:00,2017-05-03T00:20:45+02:00,191,0.290,386,18
