Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
08/05/17,walking,walking,2017-05-08T08:01:17+02:00,2017-05-08T08:01:19+02:00,2,0.001,3,0
08/05/17,cycling,cycling,2017-05-08T08:01:44+02:00,2017-05-08T08:09:06+02:00,442,1.699,0,49
08/05/17,walking,walking,2017-05-08T08:11:23+02:00,2017-05-08T08:12:56+02:00,93,0.070,140,4
08/05/17,walking,walking,2017-05-08T09:31:07+02:00,2017-05-08T09:31:36+02:00,29,0.030,60,2
08/05/17,walking,walking,2017-05-08T10:06:16+02:00,2017-05-08T10:06:59+02:00,43,0.030,60,2
08/05/17,walking,walking,2017-05-08T11:41:13+02:00,2017-05-08T11:41:42+02:00,29,0.015,30,1
08/05/17,walking,walking,2017-05-08T12:14:46+02:00,2017-05-08T12:20:21+02:00,335,0.575,617,36
08/05/17,walking,walking,2017-05-08T12:20:22+02:00,2017-05-08T12:24:09+02:00,227,0.255,340,16
08/05/17,walking,walking,2017-05-08T12:57:14+02:00,2017-05-08T13:04:53+02:00,459,0.504,888,32
08/05/17,walking,walking,2017-05-08T13:04:53+02:00,2017-05-08T13:08:44+02:00,231,0.260,347,16
08/05/17,walking,walking,2017-05-08T16:39:22+02:00,2017-05-08T16:39:55+02:00,33,0.016,22,1
08/05/17,cycling,cycling,2017-05-08T16:45:29+02:00,2017-05-08T16:57:35+02:00,726,2.135,0,63
09/05/17,walking,walking,2017-05-09T09:36:53+02:00,2017-05-09T09:36:58+02:00,5,0.004,9,0
09/05/17,cycling,cycling,2017-05-09T09:37:07+02:00,2017-05-09T10:21:39+02:00,2672,16.369,0,451
09/05/17,walking,walking,2017-05-09T10:24:02+02:00,2017-05-09T10:24:28+02:00,26,0.020,40,1
09/05/17,walking,walking,2017-05-09T10:37:36+02:00,2017-05-09T10:42:55+02:00,319,0.338,601,21
09/05/17,walking,walking,2017-05-09T10:44:11+02:00,2017-05-09T10:44:51+02:00,40,0.030,60,2
09/05/17,walking,walking,2017-05-09T12:38:27+02:00,2017-05-09T12:46:07+02:00,460,0.465,684,29
09/05/17,walking,walking,2017-05-09T12:47:25+02:00,2017-05-09T12:48:45+02:00,80,0.060,120,4
09/05/17,walking,walking,2017-05-09T13:13:38+02:00,2017-05-09T13:16:10+02:00,152,0.361,212,23
09/05/17,walking,walking,2017-05-09T13:18:03+02:00,2017-05-09T13:18:57+02:00,54,0.041,82,3
09/05/17,walking,walking,2017-05-09T15:06:23+02:00,2017-05-09T15:07:26+02:00,63,0.040,80,3
09/05/17,walking,walking,2017-05-09T16:02:06+02:00,2017-05-09T16:03:09+02:00,63,0.045,90,3
09/05/17,walking,walking,2017-05-09T19:45:25+02:00,2017-05-09T19:46:40+02:00,75,0.037,56,2
09/05/17,walking,walking,2017-05-09T21:20:15+02:00,2017-05-09T21:26:40+02:00,385,0.436,582,27
09/05/17,walking,walking,2017-05-09T23:23:06+02:00,2017-05-09T23:29:38+02:00,392,0.382,476,24
09/05/17,walking,walking,2017-05-09T23:32:01+02:00,2017-05-09T23:32:47+02:00,46,0.035,70,2
09/05/17,cycling,cycling,2017-05-09T23:34:58+02:00,2017-05-09T23:59:59+02:00,1501,9.241,0,254
10/05/17,cycling,cycling,2017-05-10T00:00:00+02:00,2017-05-10T00:19:26+02:00,1166,7.177,0,198
10/05/17,walking,walking,2017-05-10T00:22:07+02:00,2017-05-10T00:22:27+02:00,20,0.015,30,1
10/05/17,walking,walking,2017-05-10T07:30:07+02:00,2017-05-10T07:31:01+02:00,54,0.028,56,2
10/05/17,cycling,cycling,2017-05-10T07:49:46+02:00,2017-05-10T07:59:48+02:00,602,2.378,0,68
10/05/17,walking,walking,2017-05-10T07:59:56+02:00,2017-05-10T08:00:52+02:00,56,0.049,99,3
10/05/17,walking,walking,2017-05-10T11:41:48+02:00,2017-05-10T11:44:48+02:00,180,0.216,288,14
10/05/17,cycling,cycling,2017-05-10T11:57:47+02:00,2017-05-10T12:33:45+02:00,2158,13.830,0,380
10/05/17,cycling,cycling,2017-05-10T12:33:46+02:00,2017-05-10T12:35:07+02:00,81,0.000,0,10
10/05/17,walking,walking,2017-05-10T13:07:23+02:00,2017-05-10T13:07:49+02:00,26,0.020,40,1
