Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
03/07/17,walking,walking,2017-07-03T08:20:09+02:00,2017-07-03T08:20:17+02:00,8,0.004,9,0
03/07/17,walking,walking,2017-07-03T08:23:24+02:00,2017-07-03T08:24:04+02:00,40,0.092,77,6
03/07/17,cycling,cycling,2017-07-03T08:24:04+02:00,2017-07-03T08:32:01+02:00,477,1.757,0,50
03/07/17,walking,walking,2017-07-03T08:32:02+02:00,2017-07-03T08:32:20+02:00,18,0.013,27,1
03/07/17,walking,walking,2017-07-03T09:24:39+02:00,2017-07-03T09:25:34+02:00,55,0.027,55,2
03/07/17,walking,walking,2017-07-03T11:29:52+02:00,2017-07-03T11:30:21+02:00,29,0.014,20,1
03/07/17,walking,walking,2017-07-03T12:13:45+02:00,2017-07-03T12:14:14+02:00,29,0.015,30,1
03/07/17,walking,walking,2017-07-03T12:16:39+02:00,2017-07-03T12:22:16+02:00,337,0.474,471,30
03/07/17,walking,walking,2017-07-03T12:22:17+02:00,2017-07-03T12:22:27+02:00,10,0.007,15,0
03/07/17,walking,walking,2017-07-03T12:42:39+02:00,2017-07-03T12:50:43+02:00,484,0.570,975,36
03/07/17,walking,walking,2017-07-03T12:50:44+02:00,2017-07-03T12:50:57+02:00,13,0.009,19,1
03/07/17,walking,walking,2017-07-03T13:03:01+02:00,2017-07-03T13:10:56+02:00,475,0.478,637,30
03/07/17,walking,walking,2017-07-03T14:18:47+02:00,2017-07-03T14:22:46+02:00,239,0.464,509,29
03/07/17,walking,walking,2017-07-03T14:22:47+02:00,2017-07-03T14:28:39+02:00,352,0.396,529,25
03/07/17,transport,transport,2017-07-03T14:59:38+02:00,2017-07-03T15:03:05+02:00,207,0.464,0,0
03/07/17,walking,walking,2017-07-03T15:03:06+02:00,2017-07-03T15:10:02+02:00,416,0.469,625,30
03/07/17,cycling,cycling,2017-07-03T15:53:23+02:00,2017-07-03T15:56:55+02:00,212,0.872,0,25
03/07/17,transport,transport,2017-07-03T15:56:55+02:00,2017-07-03T16:00:03+02:00,188,0.589,0,0
03/07/17,walking,walking,2017-07-03T16:00:08+02:00,2017-07-03T16:00:21+02:00,13,0.010,20,1
03/07/17,walking,walking,2017-07-03T16:17:00+02:00,2017-07-03T16:22:47+02:00,347,0.318,485,20
03/07/17,cycling,cycling,2017-07-03T16:22:47+02:00,2017-07-03T16:28:11+02:00,324,1.033,0,30
03/07/17,walking,walking,2017-07-03T16:28:12+02:00,2017-07-03T16:31:05+02:00,173,0.194,259,12
03/07/17,cycling,cycling,2017-07-03T16:50:49+02:00,2017-07-03T17:00:25+02:00,576,2.390,0,68
03/07/17,walking,walking,2017-07-03T17:06:44+02:00,2017-07-03T17:09:43+02:00,179,0.201,268,13
03/07/17,walking,walking,2017-07-03T18:00:00+02:00,2017-07-03T18:00:27+02:00,27,0.013,27,1
03/07/17,cycling,cycling,2017-07-03T18:14:03+02:00,2017-07-03T18:23:10+02:00,547,2.429,0,68
03/07/17,walking,walking,2017-07-03T19:24:19+02:00,2017-07-03T19:24:39+02:00,20,0.015,30,1
03/07/17,cycling,cycling,2017-07-03T19:29:03+02:00,2017-07-03T19:32:55+02:00,232,1.064,0,30
03/07/17,walking,walking,2017-07-03T19:32:55+02:00,2017-07-03T19:49:50+02:00,1015,0.814,1455,51
03/07/17,walking,walking,2017-07-03T19:54:03+02:00,2017-07-03T19:55:16+02:00,73,0.055,110,3
03/07/17,walking,walking,2017-07-03T20:11:11+02:00,2017-07-03T20:20:59+02:00,588,0.668,971,42
03/07/17,walking,walking,2017-07-03T20:33:10+02:00,2017-07-03T20:45:31+02:00,741,0.656,854,41
