Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/04/17,walking,walking,2017-04-10T08:15:34+02:00,2017-04-10T08:16:03+02:00,29,0.025,50,2
10/04/17,cycling,cycling,2017-04-10T08:16:22+02:00,2017-04-10T08:25:17+02:00,535,1.854,0,53
10/04/17,walking,walking,2017-04-10T08:26:15+02:00,2017-04-10T08:28:37+02:00,142,0.160,214,10
10/04/17,walking,walking,2017-04-10T12:23:49+02:00,2017-04-10T12:24:18+02:00,29,0.025,50,2
10/04/17,walking,walking,2017-04-10T12:24:48+02:00,2017-04-10T12:33:01+02:00,493,0.574,977,36
10/04/17,walking,walking,2017-04-10T12:56:11+02:00,2017-04-10T12:56:24+02:00,13,0.010,20,1
10/04/17,walking,walking,2017-04-10T13:01:47+02:00,2017-04-10T13:09:27+02:00,460,0.554,773,35
10/04/17,walking,walking,2017-04-10T13:09:28+02:00,2017-04-10T13:13:06+02:00,218,0.245,327,15
10/04/17,walking,walking,2017-04-10T15:57:45+02:00,2017-04-10T15:58:14+02:00,29,0.030,60,2
10/04/17,walking,walking,2017-04-10T16:00:12+02:00,2017-04-10T16:01:22+02:00,70,0.045,90,3
10/04/17,cycling,cycling,2017-04-10T16:37:27+02:00,2017-04-10T16:45:46+02:00,499,1.906,0,54
10/04/17,walking,walking,2017-04-10T16:46:10+02:00,2017-04-10T16:47:53+02:00,103,0.077,155,5
10/04/17,walking,walking,2017-04-10T16:57:32+02:00,2017-04-10T16:59:53+02:00,141,0.081,123,5
10/04/17,walking,walking,2017-04-10T17:30:01+02:00,2017-04-10T17:54:30+02:00,1469,1.628,2304,103
10/04/17,walking,walking,2017-04-10T17:54:31+02:00,2017-04-10T17:57:03+02:00,152,0.171,228,11
10/04/17,walking,walking,2017-04-10T18:02:37+02:00,2017-04-10T18:11:56+02:00,559,0.770,1029,48
11/04/17,walking,walking,2017-04-11T08:16:42+02:00,2017-04-11T08:17:36+02:00,54,0.071,59,4
11/04/17,cycling,cycling,2017-04-11T08:17:37+02:00,2017-04-11T08:25:30+02:00,473,1.666,0,48
11/04/17,walking,walking,2017-04-11T08:25:31+02:00,2017-04-11T08:27:50+02:00,139,0.157,209,10
11/04/17,walking,walking,2017-04-11T11:21:08+02:00,2017-04-11T11:21:37+02:00,29,0.025,50,2
11/04/17,walking,walking,2017-04-11T12:00:07+02:00,2017-04-11T12:00:36+02:00,29,0.025,50,2
11/04/17,walking,walking,2017-04-11T12:01:38+02:00,2017-04-11T12:06:18+02:00,280,0.471,392,30
11/04/17,walking,walking,2017-04-11T12:08:47+02:00,2017-04-11T12:11:21+02:00,154,0.173,231,11
11/04/17,walking,walking,2017-04-11T12:34:50+02:00,2017-04-11T12:45:18+02:00,628,0.591,1178,37
11/04/17,walking,walking,2017-04-11T12:45:21+02:00,2017-04-11T12:46:16+02:00,55,0.041,82,3
11/04/17,walking,walking,2017-04-11T16:49:39+02:00,2017-04-11T16:50:20+02:00,41,0.037,75,2
11/04/17,cycling,cycling,2017-04-11T16:56:10+02:00,2017-04-11T17:07:37+02:00,687,2.229,0,65
11/04/17,walking,walking,2017-04-11T17:08:09+02:00,2017-04-11T17:09:02+02:00,53,0.040,80,3
11/04/17,walking,walking,2017-04-11T17:25:01+02:00,2017-04-11T17:31:08+02:00,367,0.384,718,24
11/04/17,running,running,2017-04-11T17:31:08+02:00,2017-04-11T18:23:55+02:00,3167,8.015,7549,615
11/04/17,walking,walking,2017-04-11T18:25:01+02:00,2017-04-11T18:25:27+02:00,26,0.020,40,1
11/04/17,walking,walking,2017-04-11T20:18:29+02:00,2017-04-11T20:19:06+02:00,37,0.020,41,1
11/04/17,walking,walking,2017-04-11T20:22:29+02:00,2017-04-11T20:28:02+02:00,333,0.753,726,47
