Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
17/07/17,cycling,cycling,2017-07-17T10:33:53+02:00,2017-07-17T12:35:20+02:00,7287,46.465,0,1276
17/07/17,cycling,cycling,2017-07-17T12:39:57+02:00,2017-07-17T12:53:10+02:00,793,4.431,0,123
17/07/17,cycling,cycling,2017-07-17T13:24:31+02:00,2017-07-17T14:00:40+02:00,2169,7.417,0,214
17/07/17,cycling,cycling,2017-07-17T14:20:13+02:00,2017-07-17T16:19:04+02:00,7131,32.476,0,913
17/07/17,cycling,cycling,2017-07-17T17:46:00+02:00,2017-07-17T19:55:01+02:00,7741,44.986,0,1243
17/07/17,cycling,cycling,2017-07-17T20:04:57+02:00,2017-07-17T20:11:14+02:00,377,1.284,0,37
17/07/17,walking,walking,2017-07-17T21:05:35+02:00,2017-07-17T21:05:55+02:00,20,0.015,30,1
18/07/17,walking,walking,2017-07-18T07:26:17+02:00,2017-07-18T07:26:46+02:00,29,0.014,17,1
18/07/17,cycling,cycling,2017-07-18T11:17:46+02:00,2017-07-18T12:39:58+02:00,4932,31.358,0,861
18/07/17,cycling,cycling,2017-07-18T13:00:40+02:00,2017-07-18T13:06:04+02:00,324,0.839,0,25
18/07/17,walking,walking,2017-07-18T14:07:06+02:00,2017-07-18T14:07:30+02:00,24,0.018,37,1
18/07/17,cycling,cycling,2017-07-18T14:22:30+02:00,2017-07-18T14:30:15+02:00,465,0.893,0,28
18/07/17,cycling,cycling,2017-07-18T14:40:33+02:00,2017-07-18T15:16:00+02:00,2127,14.030,0,385
18/07/17,cycling,cycling,2017-07-18T17:02:43+02:00,2017-07-18T18:09:09+02:00,3986,18.349,0,516
18/07/17,cycling,cycling,2017-07-18T18:16:14+02:00,2017-07-18T19:58:15+02:00,6121,26.609,0,751
18/07/17,cycling,cycling,2017-07-18T20:02:18+02:00,2017-07-18T20:14:07+02:00,709,2.658,0,76
18/07/17,walking,walking,2017-07-18T20:58:59+02:00,2017-07-18T20:59:19+02:00,20,0.015,30,1
18/07/17,walking,walking,2017-07-18T21:13:49+02:00,2017-07-18T21:14:18+02:00,29,0.025,50,2
18/07/17,walking,walking,2017-07-18T23:29:24+02:00,2017-07-18T23:30:49+02:00,85,0.056,113,4
19/07/17,walking,walking,2017-07-19T08:04:03+02:00,2017-07-19T08:04:32+02:00,29,0.014,20,1
19/07/17,cycling,cycling,2017-07-19T09:37:15+02:00,2017-07-19T10:39:32+02:00,3737,18.613,0,520
19/07/17,cycling,cycling,2017-07-19T10:56:04+02:00,2017-07-19T11:31:04+02:00,2100,12.466,0,344
19/07/17,cycling,cycling,2017-07-19T11:34:34+02:00,2017-07-19T12:07:43+02:00,1989,10.970,0,304
19/07/17,cycling,cycling,2017-07-19T12:36:07+02:00,2017-07-19T13:58:57+02:00,4970,32.785,0,899
19/07/17,cycling,cycling,2017-07-19T14:01:24+02:00,2017-07-19T14:04:16+02:00,172,0.320,0,10
19/07/17,walking,walking,2017-07-19T14:13:54+02:00,2017-07-19T14:14:20+02:00,26,0.020,40,1
19/07/17,walking,walking,2017-07-19T15:14:18+02:00,2017-07-19T15:14:47+02:00,29,0.020,40,1
19/07/17,cycling,cycling,2017-07-19T15:16:20+02:00,2017-07-19T16:41:57+02:00,5137,26.208,0,731
19/07/17,walking,walking,2017-07-19T19:33:32+02:00,2017-07-19T19:41:57+02:00,505,0.598,754,38
19/07/17,walking,walking,2017-07-19T19:51:12+02:00,2017-07-19T19:51:45+02:00,33,0.025,50,2
19/07/17,walking,walking,2017-07-19T19:53:26+02:00,2017-07-19T19:58:02+02:00,276,0.420,0,26
19/07/17,walking,walking,2017-07-19T19:58:31+02:00,2017-07-19T19:59:11+02:00,40,0.030,60,2
19/07/17,walking,walking,2017-07-19T20:07:06+02:00,2017-07-19T20:12:56+02:00,350,0.422,489,27
19/07/17,walking,walking,2017-07-19T20:12:57+02:00,2017-07-19T20:12:59+02:00,2,0.002,4,0
19/07/17,walking,walking,2017-07-19T20:18:27+02:00,2017-07-19T20:26:48+02:00,501,0.430,860,27
19/07/17,walking,walking,2017-07-19T22:06:45+02:00,2017-07-19T22:07:03+02:00,18,0.014,28,1
19/07/17,walking,walking,2017-07-19T22:10:50+02:00,2017-07-19T22:18:29+02:00,459,0.479,674,30
19/07/17,walking,walking,2017-07-19T22:19:00+02:00,2017-07-19T22:19:07+02:00,7,0.006,12,0
19/07/17,walking,walking,2017-07-19T22:20:41+02:00,2017-07-19T22:31:33+02:00,652,0.492,984,31
19/07/17,walking,walking,2017-07-19T22:48:46+02:00,2017-07-19T22:49:39+02:00,53,0.040,80,3
19/07/17,walking,walking,2017-07-19T22:59:04+02:00,2017-07-19T23:08:38+02:00,574,0.676,944,43
20/07/17,walking,walking,2017-07-20T10:26:58+02:00,2017-07-20T10:27:31+02:00,33,0.025,50,2
20/07/17,cycling,cycling,2017-07-20T10:47:24+02:00,2017-07-20T10:52:26+02:00,302,0.857,0,25
