Date,Type,Name,Start,End,Duration
24/07/17,place,Place in Draguseni,2017-07-24T00:00:00+02:00,2017-07-24T09:34:09+02:00,34449
24/07/17,move,cycling,2017-07-24T09:34:09+02:00,2017-07-24T13:29:29+02:00,14120
24/07/17,place,Place in Dragomiresti,2017-07-24T13:29:30+02:00,2017-07-24T16:24:32+02:00,10502
24/07/17,move,cycling,2017-07-24T16:24:32+02:00,2017-07-24T17:38:01+02:00,4409
24/07/17,place,Place in Iana,2017-07-24T17:38:02+02:00,2017-07-24T17:51:00+02:00,778
24/07/17,move,cycling,2017-07-24T17:51:00+02:00,2017-07-24T19:22:21+02:00,5481
24/07/17,place,Place in Bârlad,2017-07-24T19:22:22+02:00,2017-07-25T00:00:00+02:00,16658
25/07/17,place,Place in Bârlad,2017-07-25T00:00:00+02:00,2017-07-25T05:46:07+02:00,20767
25/07/17,move,walking,2017-07-25T05:46:07+02:00,2017-07-25T05:48:44+02:00,157
25/07/17,place,Place in Bârlad,2017-07-25T05:48:45+02:00,2017-07-25T08:26:29+02:00,9464
25/07/17,move,cycling,2017-07-25T08:26:29+02:00,2017-07-25T08:41:03+02:00,874
25/07/17,place,Place in Odaia Bursucani,2017-07-25T08:41:04+02:00,2017-07-25T09:23:09+02:00,2525
25/07/17,move,cycling,2017-07-25T09:23:09+02:00,2017-07-25T10:12:29+02:00,2960
25/07/17,place,Place in Balabanesti,2017-07-25T10:12:30+02:00,2017-07-25T10:30:09+02:00,1059
25/07/17,move,cycling,2017-07-25T10:30:09+02:00,2017-07-25T12:37:29+02:00,7640
25/07/17,place,Place in Vârlezi,2017-07-25T12:37:29+02:00,2017-07-25T13:17:53+02:00,2424
25/07/17,move,cycling,2017-07-25T13:17:53+02:00,2017-07-25T14:13:01+02:00,3308
25/07/17,place,Place in Cuca,2017-07-25T14:13:01+02:00,2017-07-25T14:36:00+02:00,1379
25/07/17,move,cycling,2017-07-25T14:36:00+02:00,2017-07-25T15:41:44+02:00,3944
25/07/17,place,Place in Tulucesti,2017-07-25T15:41:45+02:00,2017-07-25T15:52:35+02:00,650
25/07/17,move,cycling,2017-07-25T15:52:35+02:00,2017-07-25T16:42:01+02:00,2966
25/07/17,place,Place in Galati,2017-07-25T16:42:02+02:00,2017-07-25T17:14:30+02:00,1948
25/07/17,move,cycling,2017-07-25T17:14:30+02:00,2017-07-25T17:35:21+02:00,1251
25/07/17,place,Place in Galati,2017-07-25T17:35:22+02:00,2017-07-25T17:38:35+02:00,193
25/07/17,move,cycling,2017-07-25T17:38:35+02:00,2017-07-25T17:55:10+02:00,995
25/07/17,place,Place in Galati,2017-07-25T17:55:11+02:00,2017-07-25T18:06:18+02:00,667
25/07/17,place,Place in Galati,2017-07-25T18:09:18+02:00,2017-07-25T20:07:28+02:00,7090
25/07/17,move,cycling,2017-07-25T20:07:28+02:00,2017-07-25T20:41:45+02:00,2057
25/07/17,place,Place in Galati,2017-07-25T20:41:46+02:00,2017-07-25T21:45:10+02:00,3804
25/07/17,place,Place in Galati,2017-07-25T21:45:11+02:00,2017-07-26T00:00:00+02:00,8089
26/07/17,place,Place in Galati,2017-07-26T00:00:00+02:00,2017-07-26T09:59:19+02:00,35959
26/07/17,move,transport,2017-07-26T09:59:19+02:00,2017-07-26T11:00:49+02:00,3690
26/07/17,place,Place in Braila,2017-07-26T11:00:50+02:00,2017-07-26T11:12:10+02:00,680
26/07/17,place,Place in Braila,2017-07-26T11:12:10+02:00,2017-07-26T11:39:16+02:00,1626
26/07/17,move,cycling,2017-07-26T11:39:16+02:00,2017-07-26T13:01:32+02:00,4936
26/07/17,place,Place in Unirea,2017-07-26T13:01:33+02:00,2017-07-26T13:17:39+02:00,966
26/07/17,move,cycling,2017-07-26T13:17:39+02:00,2017-07-26T14:20:42+02:00,3783
