Date,Type,Name,Start,End,Duration
21/08/17,place,"Place in Christianshavn, København",2017-08-21T00:00:00+02:00,2017-08-21T08:06:37+02:00,29197
21/08/17,move,walking,2017-08-21T08:06:37+02:00,2017-08-21T08:09:54+02:00,197
21/08/17,move,transport,2017-08-21T08:09:54+02:00,2017-08-21T08:15:44+02:00,350
21/08/17,move,cycling,2017-08-21T08:15:44+02:00,2017-08-21T08:22:44+02:00,420
21/08/17,place,"Place in Østerport, København",2017-08-21T08:22:45+02:00,2017-08-21T09:15:33+02:00,3168
21/08/17,place,"Place in Østerport, København",2017-08-21T09:15:34+02:00,2017-08-21T09:50:35+02:00,2101
21/08/17,place,"Place in Østerport, København",2017-08-21T09:50:36+02:00,2017-08-21T12:25:04+02:00,9268
21/08/17,place,"Place in Østerport, København",2017-08-21T12:25:05+02:00,2017-08-21T12:38:08+02:00,783
21/08/17,place,"Place in Østerport, København",2017-08-21T12:38:09+02:00,2017-08-21T12:40:13+02:00,124
21/08/17,place,"Place in Indre By, København",2017-08-21T12:40:14+02:00,2017-08-21T12:59:35+02:00,1161
21/08/17,move,walking,2017-08-21T12:59:35+02:00,2017-08-21T13:06:58+02:00,443
21/08/17,place,"Place in Østerport, København",2017-08-21T13:06:59+02:00,2017-08-21T17:09:15+02:00,14536
21/08/17,move,walking,2017-08-21T17:09:15+02:00,2017-08-21T17:10:55+02:00,100
21/08/17,move,transport,2017-08-21T17:10:55+02:00,2017-08-21T17:13:19+02:00,144
21/08/17,place,"Place in Indre By, København",2017-08-21T17:13:20+02:00,2017-08-21T18:35:00+02:00,4900
21/08/17,move,cycling,2017-08-21T18:35:00+02:00,2017-08-21T18:41:23+02:00,383
21/08/17,place,"Place in Christianshavn, København",2017-08-21T18:41:24+02:00,2017-08-21T18:53:44+02:00,740
21/08/17,move,walking,2017-08-21T18:53:44+02:00,2017-08-21T18:57:59+02:00,255
21/08/17,place,"Place in Christianshavn, København",2017-08-21T18:58:00+02:00,2017-08-21T22:18:42+02:00,12042
21/08/17,move,cycling,2017-08-21T22:18:42+02:00,2017-08-21T22:26:24+02:00,462
21/08/17,move,walking,2017-08-21T22:26:24+02:00,2017-08-21T22:35:40+02:00,556
