Date,Type,Name,Start,End,Duration
17/07/17,place,Place in Wisznice,2017-07-17T00:00:00+02:00,2017-07-17T10:33:53+02:00,38033
17/07/17,move,cycling,2017-07-17T10:33:53+02:00,2017-07-17T12:35:20+02:00,7287
17/07/17,place,Place in Włodawa gmina,2017-07-17T12:35:21+02:00,2017-07-17T12:39:57+02:00,276
17/07/17,move,cycling,2017-07-17T12:39:57+02:00,2017-07-17T12:53:10+02:00,793
17/07/17,place,Place in Włodawa,2017-07-17T12:53:10+02:00,2017-07-17T13:24:31+02:00,1881
17/07/17,move,cycling,2017-07-17T13:24:31+02:00,2017-07-17T14:00:40+02:00,2169
17/07/17,place,Place in Okuninka,2017-07-17T14:00:41+02:00,2017-07-17T14:20:13+02:00,1172
17/07/17,move,cycling,2017-07-17T14:20:13+02:00,2017-07-17T16:19:04+02:00,7131
17/07/17,place,Place in Wola Uhruska,2017-07-17T16:20:45+02:00,2017-07-17T17:46:00+02:00,5115
17/07/17,move,cycling,2017-07-17T17:46:00+02:00,2017-07-17T19:55:01+02:00,7741
17/07/17,place,Place in Dubienka,2017-07-17T19:55:02+02:00,2017-07-17T20:04:57+02:00,595
17/07/17,move,cycling,2017-07-17T20:04:57+02:00,2017-07-17T20:11:14+02:00,377
17/07/17,place,Place in Dubienka,2017-07-17T20:11:15+02:00,2017-07-18T00:00:00+02:00,13725
18/07/17,place,Place in Dubienka,2017-07-18T00:00:00+02:00,2017-07-18T11:17:46+02:00,40666
18/07/17,move,cycling,2017-07-18T11:17:46+02:00,2017-07-18T12:39:58+02:00,4932
18/07/17,place,Place in Horodło,2017-07-18T12:39:59+02:00,2017-07-18T13:00:40+02:00,1241
18/07/17,move,cycling,2017-07-18T13:00:40+02:00,2017-07-18T13:06:04+02:00,324
18/07/17,place,Place in Horodło,2017-07-18T13:06:05+02:00,2017-07-18T13:48:50+02:00,2565
18/07/17,place,Place in Ustilug,2017-07-18T13:48:51+02:00,2017-07-18T14:22:30+02:00,2019
18/07/17,move,cycling,2017-07-18T14:22:30+02:00,2017-07-18T14:30:15+02:00,465
18/07/17,place,Place in Ustilug,2017-07-18T14:30:16+02:00,2017-07-18T14:40:33+02:00,617
18/07/17,move,cycling,2017-07-18T14:40:33+02:00,2017-07-18T15:16:00+02:00,2127
18/07/17,place,Place in Volodymyrvolynskyy,2017-07-18T15:16:00+02:00,2017-07-18T16:46:16+02:00,5416
18/07/17,place,Place in Volodymyrvolynskyy,2017-07-18T16:46:17+02:00,2017-07-18T17:02:43+02:00,986
18/07/17,move,cycling,2017-07-18T17:02:43+02:00,2017-07-18T18:09:09+02:00,3986
18/07/17,place,Place in Ivanichi,2017-07-18T18:09:10+02:00,2017-07-18T18:16:14+02:00,424
18/07/17,move,cycling,2017-07-18T18:16:14+02:00,2017-07-18T19:58:15+02:00,6121
18/07/17,place,Place in Skomorokhy,2017-07-18T19:58:16+02:00,2017-07-18T20:02:18+02:00,242
18/07/17,move,cycling,2017-07-18T20:02:18+02:00,2017-07-18T20:14:07+02:00,709
18/07/17,place,Place in Sokal,2017-07-18T20:14:08+02:00,2017-07-19T00:00:00+02:00,13552
19/07/17,place,Place in Sokal,2017-07-19T00:00:00+02:00,2017-07-19T09:37:15+02:00,34635
19/07/17,move,cycling,2017-07-19T09:37:15+02:00,2017-07-19T10:39:32+02:00,3737
19/07/17,place,Place in Chervonograd,2017-07-19T10:39:33+02:00,2017-07-19T10:56:04+02:00,991
19/07/17,move,cycling,2017-07-19T10:56:04+02:00,2017-07-19T11:31:04+02:00,2100
19/07/17,place,Place in Sosnovka,2017-07-19T11:31:04+02:00,2017-07-19T11:34:34+02:00,210
19/07/17,move,cycling,2017-07-19T11:34:34+02:00,2017-07-19T12:07:43+02:00,1989
19/07/17,place,Place in Velikiye Mosty,2017-07-19T12:07:44+02:00,2017-07-19T12:36:07+02:00,1703
19/07/17,move,cycling,2017-07-19T12:36:07+02:00,2017-07-19T13:58:57+02:00,4970
19/07/17,place,Place in Smerekov,2017-07-19T13:58:58+02:00,2017-07-19T14:01:24+02:00,146
19/07/17,move,cycling,2017-07-19T14:01:24+02:00,2017-07-19T14:04:16+02:00,172
19/07/17,place,Place in Smerekov,2017-07-19T14:04:17+02:00,2017-07-19T15:16:20+02:00,4323
19/07/17,move,cycling,2017-07-19T15:16:20+02:00,2017-07-19T16:41:57+02:00,5137
19/07/17,place,Place in Lviv,2017-07-19T16:42:48+02:00,2017-07-19T19:33:32+02:00,10244
19/07/17,move,walking,2017-07-19T19:33:32+02:00,2017-07-19T19:41:57+02:00,505
19/07/17,place,Place in Lviv,2017-07-19T19:41:58+02:00,2017-07-19T19:53:26+02:00,688
19/07/17,move,walking,2017-07-19T19:53:26+02:00,2017-07-19T19:58:02+02:00,276
19/07/17,place,Place in Lviv,2017-07-19T19:58:03+02:00,2017-07-19T20:07:06+02:00,543
19/07/17,move,walking,2017-07-19T20:07:06+02:00,2017-07-19T20:12:56+02:00,350
19/07/17,place,Place in Lviv,2017-07-19T20:12:57+02:00,2017-07-19T20:18:27+02:00,330
19/07/17,move,walking,2017-07-19T20:18:27+02:00,2017-07-19T20:26:48+02:00,501
19/07/17,place,Place in Lviv,2017-07-19T20:26:49+02:00,2017-07-19T22:10:50+02:00,6241
19/07/17,move,walking,2017-07-19T22:10:50+02:00,2017-07-19T22:18:29+02:00,459
19/07/17,place,Place in Lviv,2017-07-19T22:18:30+02:00,2017-07-19T22:20:41+02:00,131
