Date,Type,Name,Start,End,Duration
19/06/17,place,"Place in Christianshavn, København",2017-06-19T00:00:00+02:00,2017-06-19T08:25:02+02:00,30302
19/06/17,move,cycling,2017-06-19T08:25:02+02:00,2017-06-19T08:33:15+02:00,493
19/06/17,move,walking,2017-06-19T08:33:15+02:00,2017-06-19T08:33:44+02:00,29
19/06/17,place,"Place in Østerport, København",2017-06-19T08:33:45+02:00,2017-06-19T12:03:32+02:00,12587
19/06/17,move,walking,2017-06-19T12:03:32+02:00,2017-06-19T12:09:44+02:00,372
19/06/17,place,"Place in Indre By, København",2017-06-19T12:09:45+02:00,2017-06-19T12:37:50+02:00,1685
19/06/17,move,walking,2017-06-19T12:37:50+02:00,2017-06-19T12:52:35+02:00,885
19/06/17,place,"Place in Østerport, København",2017-06-19T12:52:36+02:00,2017-06-19T17:03:07+02:00,15031
19/06/17,move,walking,2017-06-19T17:03:07+02:00,2017-06-19T17:04:47+02:00,100
19/06/17,move,transport,2017-06-19T17:04:47+02:00,2017-06-19T17:19:25+02:00,878
19/06/17,place,"Place in Christianshavn, København",2017-06-19T17:19:26+02:00,2017-06-19T17:36:15+02:00,1009
19/06/17,move,walking,2017-06-19T17:36:15+02:00,2017-06-19T17:47:54+02:00,699
19/06/17,move,cycling,2017-06-19T17:47:54+02:00,2017-06-19T17:56:30+02:00,516
19/06/17,place,"Place in Østerport, København",2017-06-19T17:56:31+02:00,2017-06-19T21:29:54+02:00,12803
19/06/17,move,cycling,2017-06-19T21:29:54+02:00,2017-06-19T21:39:47+02:00,593
19/06/17,place,"Place in Christianshavn, København",2017-06-19T21:39:48+02:00,2017-06-20T00:00:00+02:00,8412
20/06/17,place,"Place in Christianshavn, København",2017-06-20T00:00:00+02:00,2017-06-20T08:27:24+02:00,30444
20/06/17,move,walking,2017-06-20T08:27:24+02:00,2017-06-20T08:28:49+02:00,85
20/06/17,move,cycling,2017-06-20T08:28:49+02:00,2017-06-20T08:37:26+02:00,517
20/06/17,move,walking,2017-06-20T08:37:27+02:00,2017-06-20T08:37:54+02:00,27
20/06/17,place,"Place in Østerport, København",2017-06-20T08:37:55+02:00,2017-06-20T11:23:40+02:00,9945
20/06/17,move,walking,2017-06-20T11:23:40+02:00,2017-06-20T11:34:25+02:00,645
20/06/17,place,"Place in Indre By, København",2017-06-20T11:34:26+02:00,2017-06-20T16:30:29+02:00,17763
20/06/17,move,walking,2017-06-20T16:30:29+02:00,2017-06-20T16:41:26+02:00,657
20/06/17,place,"Place in Østerport, København",2017-06-20T16:41:26+02:00,2017-06-20T16:50:37+02:00,551
20/06/17,move,cycling,2017-06-20T16:50:37+02:00,2017-06-20T16:57:13+02:00,396
20/06/17,move,transport,2017-06-20T16:57:13+02:00,2017-06-20T17:04:27+02:00,434
20/06/17,place,"Place in Christianshavn, København",2017-06-20T17:04:28+02:00,2017-06-21T00:00:00+02:00,24932
21/06/17,place,"Place in Christianshavn, København",2017-06-21T00:00:00+02:00,2017-06-21T06:39:26+02:00,23966
21/06/17,move,walking,2017-06-21T06:39:26+02:00,2017-06-21T06:39:47+02:00,21
21/06/17,move,cycling,2017-06-21T06:39:47+02:00,2017-06-21T06:46:43+02:00,416
21/06/17,place,"Place in Indre By, København",2017-06-21T06:46:44+02:00,2017-06-21T10:32:18+02:00,13534
21/06/17,move,walking,2017-06-21T10:32:18+02:00,2017-06-21T10:34:50+02:00,152
21/06/17,place,"Place in Østerport, København",2017-06-21T10:34:51+02:00,2017-06-21T12:21:07+02:00,6376
21/06/17,move,walking,2017-06-21T12:21:07+02:00,2017-06-21T12:29:43+02:00,516
21/06/17,place,"Place in Indre By, København",2017-06-21T12:29:44+02:00,2017-06-21T12:47:07+02:00,1043
21/06/17,move,walking,2017-06-21T12:47:07+02:00,2017-06-21T12:57:36+02:00,629
21/06/17,place,"Place in Østerport, København",2017-06-21T12:57:37+02:00,2017-06-21T16:53:33+02:00,14156
21/06/17,move,walking,2017-06-21T16:53:33+02:00,2017-06-21T16:55:49+02:00,136
21/06/17,move,transport,2017-06-21T16:55:49+02:00,2017-06-21T16:57:47+02:00,118
21/06/17,place,"Place in Østerport, København",2017-06-21T16:57:48+02:00,2017-06-21T19:43:07+02:00,9919
21/06/17,move,cycling,2017-06-21T19:43:07+02:00,2017-06-21T19:50:34+02:00,447
21/06/17,place,"Place in Christianshavn, København",2017-06-21T19:50:35+02:00,2017-06-22T00:00:00+02:00,14965
22/06/17,place,"Place in Christianshavn, København",2017-06-22T00:00:00+02:00,2017-06-22T07:59:10+02:00,28750
22/06/17,move,cycling,2017-06-22T07:59:10+02:00,2017-06-22T08:10:17+02:00,667
22/06/17,place,"Place in Østerport, København",2017-06-22T08:10:18+02:00,2017-06-22T08:24:05+02:00,827
