Date,Type,Name,Start,End,Duration
24/04/17,place,Place in Mistrás,2017-04-24T00:00:00+02:00,2017-04-24T11:21:28+02:00,40888
24/04/17,move,transport,2017-04-24T11:21:28+02:00,2017-04-24T12:03:51+02:00,2543
24/04/17,place,Place in Sparta,2017-04-24T12:03:52+02:00,2017-04-24T12:36:24+02:00,1952
24/04/17,move,transport,2017-04-24T12:36:24+02:00,2017-04-24T12:54:28+02:00,1084
24/04/17,place,Place in Sparta,2017-04-24T12:54:29+02:00,2017-04-24T13:04:31+02:00,602
24/04/17,move,transport,2017-04-24T13:04:31+02:00,2017-04-24T13:08:35+02:00,244
24/04/17,place,Place in Sparta,2017-04-24T13:08:36+02:00,2017-04-24T14:49:54+02:00,6078
24/04/17,move,transport,2017-04-24T14:49:54+02:00,2017-04-24T14:56:50+02:00,416
24/04/17,place,Place in Sparta,2017-04-24T14:56:51+02:00,2017-04-24T20:19:38+02:00,19367
24/04/17,move,transport,2017-04-24T20:19:38+02:00,2017-04-24T20:47:47+02:00,1689
24/04/17,place,Place in Mistrás,2017-04-24T20:47:48+02:00,2017-04-25T00:00:00+02:00,11532
25/04/17,place,Place in Mistrás,2017-04-25T00:00:00+02:00,2017-04-25T08:45:40+02:00,31540
25/04/17,move,walking,2017-04-25T08:45:40+02:00,2017-04-25T08:52:13+02:00,393
25/04/17,place,Place in Mistrás,2017-04-25T08:52:14+02:00,2017-04-25T09:30:33+02:00,2299
25/04/17,place,Place in Mistrás,2017-04-25T09:30:34+02:00,2017-04-25T09:30:50+02:00,16
25/04/17,place,Place in Mistrás,2017-04-25T09:30:50+02:00,2017-04-25T09:49:38+02:00,1128
25/04/17,move,transport,2017-04-25T09:49:38+02:00,2017-04-25T10:09:58+02:00,1220
25/04/17,place,Place in Sparta,2017-04-25T10:09:59+02:00,2017-04-25T10:29:10+02:00,1151
25/04/17,move,transport,2017-04-25T10:29:10+02:00,2017-04-25T10:33:10+02:00,240
25/04/17,place,Place in Sparta,2017-04-25T10:33:11+02:00,2017-04-25T12:56:38+02:00,8607
25/04/17,move,walking,2017-04-25T12:56:38+02:00,2017-04-25T12:58:08+02:00,90
25/04/17,move,transport,2017-04-25T12:58:08+02:00,2017-04-25T13:03:20+02:00,312
25/04/17,place,Place in Sparta,2017-04-25T13:03:21+02:00,2017-04-25T13:57:03+02:00,3222
25/04/17,move,walking,2017-04-25T13:57:03+02:00,2017-04-25T13:58:38+02:00,95
25/04/17,move,transport,2017-04-25T13:58:39+02:00,2017-04-25T14:05:18+02:00,399
25/04/17,place,Place in Sparta,2017-04-25T14:05:19+02:00,2017-04-25T14:37:52+02:00,1953
