Date,Type,Name,Start,End,Duration
26/06/17,place,"Place in Islands Brygge, København",2017-06-26T00:00:00+02:00,2017-06-26T00:06:31+02:00,391
26/06/17,move,transport,2017-06-26T00:06:31+02:00,2017-06-26T00:14:02+02:00,451
26/06/17,place,"Place in Christianshavn, København",2017-06-26T00:14:02+02:00,2017-06-26T08:22:10+02:00,29288
26/06/17,move,transport,2017-06-26T08:22:10+02:00,2017-06-26T08:26:45+02:00,275
26/06/17,move,cycling,2017-06-26T08:26:45+02:00,2017-06-26T08:31:29+02:00,284
26/06/17,move,walking,2017-06-26T08:31:30+02:00,2017-06-26T08:31:59+02:00,29
26/06/17,place,"Place in Østerport, København",2017-06-26T08:32:00+02:00,2017-06-26T12:03:28+02:00,12688
26/06/17,move,walking,2017-06-26T12:03:28+02:00,2017-06-26T12:08:00+02:00,272
26/06/17,place,"Place in Indre By, København",2017-06-26T12:08:01+02:00,2017-06-26T12:28:42+02:00,1241
26/06/17,move,walking,2017-06-26T12:28:42+02:00,2017-06-26T12:38:06+02:00,564
26/06/17,place,"Place in Østerport, København",2017-06-26T12:38:07+02:00,2017-06-26T17:19:07+02:00,16860
26/06/17,move,transport,2017-06-26T17:19:07+02:00,2017-06-26T17:29:54+02:00,647
26/06/17,place,"Place in Christianshavn, København",2017-06-26T17:29:55+02:00,2017-06-27T00:00:00+02:00,23405
27/06/17,place,"Place in Christianshavn, København",2017-06-27T00:00:00+02:00,2017-06-27T08:34:15+02:00,30855
27/06/17,move,cycling,2017-06-27T08:34:15+02:00,2017-06-27T08:41:25+02:00,430
27/06/17,place,"Place in Østerport, København",2017-06-27T08:41:26+02:00,2017-06-27T12:06:28+02:00,12302
27/06/17,move,transport,2017-06-27T12:06:28+02:00,2017-06-27T12:09:26+02:00,178
27/06/17,place,"Place in Indre By, København",2017-06-27T12:09:26+02:00,2017-06-27T12:29:07+02:00,1181
27/06/17,place,"Place in Indre By, København",2017-06-27T12:29:07+02:00,2017-06-27T12:34:41+02:00,334
27/06/17,move,walking,2017-06-27T12:34:41+02:00,2017-06-27T12:46:04+02:00,683
27/06/17,place,"Place in Østerport, København",2017-06-27T12:46:05+02:00,2017-06-27T14:45:36+02:00,7171
27/06/17,move,transport,2017-06-27T14:45:36+02:00,2017-06-27T14:53:46+02:00,490
27/06/17,place,"Place in Christianshavn, København",2017-06-27T14:53:46+02:00,2017-06-27T15:03:10+02:00,564
27/06/17,move,cycling,2017-06-27T15:03:10+02:00,2017-06-27T15:07:15+02:00,245
27/06/17,place,"Place in Christianshavn, København",2017-06-27T15:14:38+02:00,2017-06-27T17:02:43+02:00,6485
27/06/17,move,walking,2017-06-27T17:02:43+02:00,2017-06-27T17:09:14+02:00,391
27/06/17,place,"Place in Christianshavn, København",2017-06-27T17:09:15+02:00,2017-06-27T17:23:36+02:00,861
27/06/17,place,"Place in Christianshavn, København",2017-06-27T17:23:36+02:00,2017-06-28T00:00:00+02:00,23784
28/06/17,place,"Place in Christianshavn, København",2017-06-28T00:00:00+02:00,2017-06-28T08:13:07+02:00,29587
28/06/17,move,cycling,2017-06-28T08:13:07+02:00,2017-06-28T08:22:15+02:00,548
28/06/17,place,"Place in Østerport, København",2017-06-28T08:22:16+02:00,2017-06-28T12:29:30+02:00,14834
28/06/17,place,"Place in Østerport, København",2017-06-28T12:29:31+02:00,2017-06-28T12:36:32+02:00,421
28/06/17,move,walking,2017-06-28T12:36:32+02:00,2017-06-28T12:41:37+02:00,305
28/06/17,place,"Place in Indre By, København",2017-06-28T12:41:38+02:00,2017-06-28T13:11:45+02:00,1807
28/06/17,move,walking,2017-06-28T13:11:45+02:00,2017-06-28T13:19:16+02:00,451
28/06/17,place,"Place in Østerport, København",2017-06-28T13:19:17+02:00,2017-06-28T15:27:57+02:00,7720
28/06/17,move,walking,2017-06-28T15:27:57+02:00,2017-06-28T15:30:48+02:00,171
28/06/17,move,cycling,2017-06-28T15:30:48+02:00,2017-06-28T15:40:44+02:00,596
28/06/17,place,"Place in Christianshavn, København",2017-06-28T15:40:45+02:00,2017-06-29T00:00:00+02:00,29955
29/06/17,place,"Place in Christianshavn, København",2017-06-29T00:00:00+02:00,2017-06-29T08:39:48+02:00,31188
29/06/17,move,cycling,2017-06-29T08:39:48+02:00,2017-06-29T08:47:38+02:00,470
29/06/17,place,"Place in Østerport, København",2017-06-29T08:47:39+02:00,2017-06-29T09:59:55+02:00,4336
