Date,Type,Name,Start,End,Duration
10/07/17,place,Place in Kupiskis,2017-07-10T00:00:00+02:00,2017-07-10T12:44:10+02:00,45850
10/07/17,move,cycling,2017-07-10T12:44:10+02:00,2017-07-10T12:57:12+02:00,782
10/07/17,place,Place in Kupiskis,2017-07-10T12:57:13+02:00,2017-07-10T13:33:29+02:00,2176
10/07/17,move,cycling,2017-07-10T13:33:29+02:00,2017-07-10T16:43:53+02:00,11424
10/07/17,place,Place in Anyksciai,2017-07-10T16:43:54+02:00,2017-07-10T18:30:27+02:00,6393
10/07/17,move,cycling,2017-07-10T18:30:27+02:00,2017-07-10T20:23:52+02:00,6805
10/07/17,place,Place in Ukmerge,2017-07-10T20:23:53+02:00,2017-07-10T20:46:47+02:00,1374
10/07/17,move,cycling,2017-07-10T20:46:47+02:00,2017-07-10T21:49:18+02:00,3751
10/07/17,place,Place in Vepriai,2017-07-10T21:49:19+02:00,2017-07-11T00:00:00+02:00,7841
11/07/17,place,Place in Vepriai,2017-07-11T00:00:00+02:00,2017-07-11T09:52:40+02:00,35560
11/07/17,move,cycling,2017-07-11T09:52:40+02:00,2017-07-11T11:16:03+02:00,5003
11/07/17,place,Place in Rusiai,2017-07-11T11:16:04+02:00,2017-07-11T11:28:48+02:00,764
11/07/17,move,cycling,2017-07-11T11:28:48+02:00,2017-07-11T12:22:58+02:00,3250
11/07/17,place,Place in Zasliai,2017-07-11T12:22:59+02:00,2017-07-11T13:10:06+02:00,2827
11/07/17,move,cycling,2017-07-11T13:10:06+02:00,2017-07-11T14:29:40+02:00,4774
11/07/17,place,Place in Alytus,2017-07-11T14:29:41+02:00,2017-07-11T19:04:35+02:00,16494
11/07/17,move,walking,2017-07-11T19:04:35+02:00,2017-07-11T19:15:54+02:00,679
11/07/17,place,Place in Alytus,2017-07-11T19:15:55+02:00,2017-07-11T20:41:00+02:00,5105
11/07/17,place,Place in Alytus,2017-07-11T20:41:01+02:00,2017-07-11T20:51:20+02:00,619
11/07/17,move,walking,2017-07-11T20:51:20+02:00,2017-07-11T21:02:44+02:00,684
11/07/17,place,Place in Alytus,2017-07-11T21:02:44+02:00,2017-07-12T00:00:00+02:00,10636
12/07/17,place,Place in Alytus,2017-07-12T00:00:00+02:00,2017-07-12T11:18:43+02:00,40723
12/07/17,move,cycling,2017-07-12T11:18:43+02:00,2017-07-12T12:30:27+02:00,4304
12/07/17,place,Place in Miroslavas,2017-07-12T12:30:28+02:00,2017-07-12T12:56:27+02:00,1559
12/07/17,move,cycling,2017-07-12T12:56:27+02:00,2017-07-12T14:34:11+02:00,5864
12/07/17,place,Place in Leipalingis,2017-07-12T14:34:12+02:00,2017-07-12T16:18:07+02:00,6235
12/07/17,move,cycling,2017-07-12T16:18:07+02:00,2017-07-12T17:16:46+02:00,3519
12/07/17,place,Place in Druskieniki,2017-07-12T17:16:47+02:00,2017-07-12T17:27:22+02:00,635
12/07/17,place,Place in Druskieniki,2017-07-12T17:27:23+02:00,2017-07-12T17:35:23+02:00,480
12/07/17,move,cycling,2017-07-12T17:42:16+02:00,2017-07-12T18:31:57+02:00,2981
12/07/17,place,Place in Druskininkai,2017-07-12T18:31:58+02:00,2017-07-12T19:01:45+02:00,1787
12/07/17,move,walking,2017-07-12T19:01:45+02:00,2017-07-12T19:05:02+02:00,197
12/07/17,place,Place in Druskininkai,2017-07-12T19:05:03+02:00,2017-07-12T19:09:03+02:00,240
12/07/17,move,cycling,2017-07-12T19:09:03+02:00,2017-07-12T19:13:22+02:00,259
12/07/17,place,Place in Druskininkai,2017-07-12T19:13:23+02:00,2017-07-12T19:23:03+02:00,580
12/07/17,move,cycling,2017-07-12T19:23:03+02:00,2017-07-12T19:44:17+02:00,1274
12/07/17,move,cycling,2017-07-12T19:44:18+02:00,2017-07-12T19:58:58+02:00,880
12/07/17,move,cycling,2017-07-12T20:11:51+02:00,2017-07-12T20:54:55+02:00,2584
12/07/17,place,Place in Druskininkai,2017-07-12T20:54:56+02:00,2017-07-13T00:00:00+02:00,11104
13/07/17,place,Place in Druskininkai,2017-07-13T00:00:00+02:00,2017-07-13T11:49:34+02:00,42574
13/07/17,move,cycling,2017-07-13T11:49:34+02:00,2017-07-13T12:07:42+02:00,1088
13/07/17,place,Place in Leipalingis,2017-07-13T12:07:43+02:00,2017-07-13T12:11:28+02:00,225
13/07/17,move,cycling,2017-07-13T12:11:28+02:00,2017-07-13T12:19:47+02:00,499
