Date,Type,Name,Start,End,Duration
29/05/17,place,"Place in Christianshavn, København",2017-05-29T00:00:00+02:00,2017-05-29T08:00:58+02:00,28858
29/05/17,move,walking,2017-05-29T08:00:58+02:00,2017-05-29T08:01:38+02:00,40
29/05/17,move,cycling,2017-05-29T08:01:38+02:00,2017-05-29T08:08:50+02:00,432
29/05/17,place,"Place in Østerport, København",2017-05-29T08:08:51+02:00,2017-05-29T12:04:10+02:00,14119
29/05/17,move,walking,2017-05-29T12:04:10+02:00,2017-05-29T12:12:54+02:00,524
29/05/17,place,"Place in Indre By, København",2017-05-29T12:12:54+02:00,2017-05-29T12:37:17+02:00,1463
29/05/17,move,walking,2017-05-29T12:37:17+02:00,2017-05-29T12:45:14+02:00,477
29/05/17,place,"Place in Østerport, København",2017-05-29T12:45:15+02:00,2017-05-29T16:13:26+02:00,12491
29/05/17,move,walking,2017-05-29T16:13:26+02:00,2017-05-29T16:16:18+02:00,172
29/05/17,move,cycling,2017-05-29T16:16:18+02:00,2017-05-29T16:23:46+02:00,448
29/05/17,move,walking,2017-05-29T16:23:47+02:00,2017-05-29T16:27:02+02:00,195
29/05/17,place,"Place in Christianshavn, København",2017-05-29T16:27:03+02:00,2017-05-30T00:00:00+02:00,27177
30/05/17,place,"Place in Christianshavn, København",2017-05-30T00:00:00+02:00,2017-05-30T08:18:01+02:00,29881
30/05/17,move,cycling,2017-05-30T08:18:01+02:00,2017-05-30T08:27:26+02:00,565
30/05/17,place,"Place in Østerport, København",2017-05-30T08:27:27+02:00,2017-05-30T12:13:00+02:00,13533
30/05/17,move,walking,2017-05-30T12:13:00+02:00,2017-05-30T12:21:32+02:00,512
30/05/17,place,"Place in Indre By, København",2017-05-30T12:21:33+02:00,2017-05-30T12:54:26+02:00,1973
30/05/17,move,walking,2017-05-30T12:54:26+02:00,2017-05-30T13:05:26+02:00,660
30/05/17,place,"Place in Østerport, København",2017-05-30T13:05:27+02:00,2017-05-30T17:11:58+02:00,14791
30/05/17,move,cycling,2017-05-30T17:11:58+02:00,2017-05-30T17:15:16+02:00,198
30/05/17,move,transport,2017-05-30T17:15:16+02:00,2017-05-30T17:21:57+02:00,401
30/05/17,move,walking,2017-05-30T17:21:58+02:00,2017-05-30T17:25:43+02:00,225
30/05/17,place,"Place in Christianshavn, København",2017-05-30T17:25:44+02:00,2017-05-31T00:00:00+02:00,23656
31/05/17,place,"Place in Christianshavn, København",2017-05-31T00:00:00+02:00,2017-05-31T06:46:01+02:00,24361
31/05/17,move,cycling,2017-05-31T06:46:01+02:00,2017-05-31T06:53:14+02:00,433
31/05/17,place,"Place in Indre By, København",2017-05-31T06:53:15+02:00,2017-05-31T08:21:59+02:00,5324
31/05/17,place,"Place in Østerport, København",2017-05-31T08:22:00+02:00,2017-05-31T12:22:23+02:00,14423
31/05/17,move,walking,2017-05-31T12:22:23+02:00,2017-05-31T12:29:30+02:00,427
31/05/17,place,"Place in Indre By, København",2017-05-31T12:29:31+02:00,2017-05-31T12:52:32+02:00,1381
31/05/17,move,walking,2017-05-31T12:52:32+02:00,2017-05-31T13:00:18+02:00,466
31/05/17,place,"Place in Østerport, København",2017-05-31T13:00:19+02:00,2017-05-31T16:51:31+02:00,13872
31/05/17,move,transport,2017-05-31T16:51:31+02:00,2017-05-31T16:59:12+02:00,461
31/05/17,place,"Place in Christianshavn, København",2017-05-31T16:59:12+02:00,2017-05-31T19:40:12+02:00,9660
31/05/17,move,transport,2017-05-31T19:40:12+02:00,2017-05-31T19:54:08+02:00,836
31/05/17,move,walking,2017-05-31T19:54:08+02:00,2017-05-31T20:12:50+02:00,1122
31/05/17,place,"Place in Nørrebro, København",2017-05-31T20:12:51+02:00,2017-05-31T20:24:23+02:00,692
31/05/17,move,walking,2017-05-31T20:24:23+02:00,2017-05-31T20:47:15+02:00,1372
31/05/17,move,transport,2017-05-31T20:47:15+02:00,2017-05-31T21:09:54+02:00,1359
31/05/17,move,walking,2017-05-31T21:09:54+02:00,2017-05-31T21:11:33+02:00,99
31/05/17,place,"Place in Christianshavn, København",2017-05-31T21:11:34+02:00,2017-06-01T00:00:00+02:00,10106
01/06/17,place,"Place in Christianshavn, København",2017-06-01T00:00:00+02:00,2017-06-01T09:24:38+02:00,33878
01/06/17,place,"Place in Christianshavn, København",2017-06-01T09:24:39+02:00,2017-06-01T09:36:09+02:00,690
01/06/17,place,"Place in Christianshavn, København",2017-06-01T09:36:10+02:00,2017-06-01T14:38:39+02:00,18149
01/06/17,place,"Place in Christianshavn, København",2017-06-01T14:38:39+02:00,2017-06-01T14:40:45+02:00,126
01/06/17,move,walking,2017-06-01T14:40:45+02:00,2017-06-01T14:44:43+02:00,238
01/06/17,place,"Place in Christianshavn, København",2017-06-01T14:44:43+02:00,2017-06-01T14:53:09+02:00,506
01/06/17,move,transport,2017-06-01T14:53:09+02:00,2017-06-01T15:14:40+02:00,1291
01/06/17,place,Place in Kastrup,2017-06-01T15:14:40+02:00,2017-06-01T15:32:31+02:00,1071
01/06/17,move,walking,2017-06-01T15:32:31+02:00,2017-06-01T15:41:36+02:00,545
01/06/17,place,Place in Kastrup,2017-06-01T15:41:36+02:00,2017-06-01T16:00:28+02:00,1132
01/06/17,place,Place in Kastrup,2017-06-01T16:00:28+02:00,2017-06-01T16:12:02+02:00,694
01/06/17,move,walking,2017-06-01T16:16:41+02:00,2017-06-01T16:19:35+02:00,174
01/06/17,place,Place in Kastrup,2017-06-01T16:19:36+02:00,2017-06-01T16:24:30+02:00,294
01/06/17,move,transport,2017-06-01T16:24:30+02:00,2017-06-01T16:52:37+02:00,1687
01/06/17,move,walking,2017-06-01T16:52:37+02:00,2017-06-01T16:54:35+02:00,118
01/06/17,place,"Place in Christianshavn, København",2017-06-01T16:54:36+02:00,2017-06-01T17:16:44+02:00,1328
01/06/17,move,walking,2017-06-01T17:16:44+02:00,2017-06-01T17:31:48+02:00,904
01/06/17,place,"Place in Indre By, København",2017-06-01T17:31:49+02:00,2017-06-01T17:56:55+02:00,1506
01/06/17,move,walking,2017-06-01T17:56:55+02:00,2017-06-01T18:11:39+02:00,884
01/06/17,place,"Place in Christianshavn, København",2017-06-01T18:11:40+02:00,2017-06-01T19:46:30+02:00,5690
01/06/17,move,walking,2017-06-01T19:46:30+02:00,2017-06-01T20:13:21+02:00,1611
01/06/17,place,"Place in Christianshavn, København",2017-06-01T20:13:22+02:00,2017-06-01T20:18:26+02:00,304
01/06/17,move,walking,2017-06-01T20:18:26+02:00,2017-06-01T20:27:41+02:00,555
01/06/17,place,"Place in Christianshavn, København",2017-06-01T20:27:42+02:00,2017-06-01T21:17:53+02:00,3011
01/06/17,move,walking,2017-06-01T21:17:53+02:00,2017-06-01T21:53:17+02:00,2124
01/06/17,place,"Place in Centrum, København",2017-06-01T21:53:18+02:00,2017-06-01T22:51:41+02:00,3503
01/06/17,move,walking,2017-06-01T22:51:41+02:00,2017-06-01T23:43:05+02:00,3084
01/06/17,place,"Place in Christianshavn, København",2017-06-01T23:43:06+02:00,2017-06-01T23:44:47+02:00,101
01/06/17,place,"Place in Christianshavn, København",2017-06-01T23:44:48+02:00,2017-06-02T00:00:00+02:00,912
02/06/17,place,"Place in Christianshavn, København",2017-06-02T00:00:00+02:00,2017-06-02T10:29:58+02:00,37798
02/06/17,move,walking,2017-06-02T10:29:58+02:00,2017-06-02T10:47:42+02:00,1064
02/06/17,place,"Place in Indre By, København",2017-06-02T10:47:43+02:00,2017-06-02T10:52:35+02:00,292
02/06/17,move,walking,2017-06-02T10:52:35+02:00,2017-06-02T11:05:02+02:00,747
02/06/17,place,"Place in Indre By, København",2017-06-02T11:05:03+02:00,2017-06-02T11:07:03+02:00,120
02/06/17,move,walking,2017-06-02T11:07:03+02:00,2017-06-02T11:16:12+02:00,549
02/06/17,place,"Place in Centrum, København",2017-06-02T11:16:13+02:00,2017-06-02T11:26:16+02:00,603
02/06/17,move,walking,2017-06-02T11:26:16+02:00,2017-06-02T11:32:46+02:00,390
02/06/17,place,"Place in Indre By, København",2017-06-02T11:32:47+02:00,2017-06-02T11:43:49+02:00,662
02/06/17,move,walking,2017-06-02T11:43:49+02:00,2017-06-02T12:33:28+02:00,2979
02/06/17,place,"Place in Østerport, København",2017-06-02T12:33:29+02:00,2017-06-02T12:45:12+02:00,703
02/06/17,move,walking,2017-06-02T12:45:12+02:00,2017-06-02T12:49:59+02:00,287
02/06/17,place,"Place in Østerport, København",2017-06-02T12:50:00+02:00,2017-06-02T13:05:05+02:00,905
02/06/17,move,walking,2017-06-02T13:05:05+02:00,2017-06-02T13:29:12+02:00,1447
02/06/17,place,"Place in Indre By, København",2017-06-02T13:29:13+02:00,2017-06-02T13:35:05+02:00,352
02/06/17,place,"Place in Indre By, København",2017-06-02T13:35:05+02:00,2017-06-02T13:42:48+02:00,463
02/06/17,move,walking,2017-06-02T13:42:48+02:00,2017-06-02T14:18:52+02:00,2164
02/06/17,place,"Place in Christianshavn, København",2017-06-02T14:18:53+02:00,2017-06-02T17:46:42+02:00,12469
02/06/17,move,walking,2017-06-02T17:46:42+02:00,2017-06-02T18:12:56+02:00,1574
02/06/17,place,"Place in Indre By, København",2017-06-02T18:13:57+02:00,2017-06-02T18:17:39+02:00,222
02/06/17,move,walking,2017-06-02T18:17:39+02:00,2017-06-02T18:24:09+02:00,390
02/06/17,place,"Place in Indre By, København",2017-06-02T18:24:10+02:00,2017-06-02T18:29:04+02:00,294
02/06/17,move,transport,2017-06-02T18:29:04+02:00,2017-06-02T18:45:03+02:00,959
