Date,Activity,Group,Duration,Distance,Steps,Calories
17/04/17,walking,walking,4138,5.796,7281,365
18/04/17,walking,walking,5714,6.021,9084,379
18/04/17,transport,transport,830,1.397,0,0
19/04/17,walking,walking,5217,6.660,8729,419
19/04/17,transport,transport,6015,104.219,0,0
20/04/17,walking,walking,8734,9.327,13734,587
21/04/17,walking,walking,4820,4.929,7851,310
21/04/17,transport,transport,16850,2538.864,0,0
21/04/17,cycling,cycling,533,2.564,0,72
22/04/17,walking,walking,3158,3.102,5053,195
22/04/17,transport,transport,19282,2558.035,0,0
23/04/17,walking,walking,1816,1.771,2298,112
23/04/17,transport,transport,12874,277.922,0,0
