Date,Type,Name,Start,End,Duration
01/04/17,place,Place in Ebeltoft,2017-04-01T00:00:00+02:00,2017-04-01T15:27:14+02:00,55634
01/04/17,move,walking,2017-04-01T15:27:14+02:00,2017-04-01T15:30:18+02:00,184
01/04/17,place,Place in Ebeltoft,2017-04-01T15:30:19+02:00,2017-04-01T15:36:22+02:00,363
01/04/17,move,walking,2017-04-01T15:36:22+02:00,2017-04-01T16:00:22+02:00,1440
01/04/17,place,Place in Ebeltoft,2017-04-01T16:00:23+02:00,2017-04-01T16:22:43+02:00,1340
01/04/17,place,Place in Ebeltoft,2017-04-01T16:22:44+02:00,2017-04-01T16:45:14+02:00,1350
01/04/17,move,walking,2017-04-01T16:45:14+02:00,2017-04-01T16:58:20+02:00,786
01/04/17,place,Place in Ebeltoft,2017-04-01T16:58:20+02:00,2017-04-01T17:13:50+02:00,930
01/04/17,move,running,2017-04-01T17:13:50+02:00,2017-04-01T17:24:11+02:00,621
01/04/17,place,Place in Ebeltoft,2017-04-01T17:24:12+02:00,2017-04-01T17:26:16+02:00,124
01/04/17,move,running,2017-04-01T17:26:16+02:00,2017-04-01T17:58:27+02:00,1931
01/04/17,place,Place in Ebeltoft,2017-04-01T17:58:28+02:00,2017-04-01T19:12:06+02:00,4418
01/04/17,place,Place in Ebeltoft,2017-04-01T19:12:07+02:00,2017-04-01T19:31:10+02:00,1143
01/04/17,place,Place in Ebeltoft,2017-04-01T19:31:11+02:00,2017-04-01T20:22:02+02:00,3051
01/04/17,move,walking,2017-04-01T20:22:02+02:00,2017-04-01T20:24:23+02:00,141
01/04/17,place,Place in Ebeltoft,2017-04-01T20:24:23+02:00,2017-04-02T00:00:00+02:00,12937
02/04/17,place,Place in Ebeltoft,2017-04-02T00:00:00+02:00,2017-04-02T10:01:38+02:00,36098
02/04/17,place,Place in Ebeltoft,2017-04-02T10:01:39+02:00,2017-04-02T10:21:15+02:00,1176
02/04/17,move,walking,2017-04-02T10:21:15+02:00,2017-04-02T10:32:30+02:00,675
02/04/17,place,Place in Ebeltoft,2017-04-02T10:32:31+02:00,2017-04-02T10:43:07+02:00,636
02/04/17,move,transport,2017-04-02T10:43:07+02:00,2017-04-02T11:03:45+02:00,1238
02/04/17,place,Place in Rønde,2017-04-02T11:03:46+02:00,2017-04-02T11:15:00+02:00,674
02/04/17,move,transport,2017-04-02T11:15:00+02:00,2017-04-02T11:52:45+02:00,2265
02/04/17,place,Place in Aarhus,2017-04-02T11:52:46+02:00,2017-04-02T12:18:34+02:00,1548
02/04/17,move,transport,2017-04-02T12:18:34+02:00,2017-04-02T15:43:43+02:00,12309
02/04/17,move,walking,2017-04-02T15:43:43+02:00,2017-04-02T15:57:43+02:00,840
02/04/17,move,transport,2017-04-02T15:57:44+02:00,2017-04-02T16:12:09+02:00,865
02/04/17,place,"Place in Christianshavn, København",2017-04-02T16:12:10+02:00,2017-04-02T16:18:32+02:00,382
