Date,Type,Name,Start,End,Duration
29/07/17,place,Place in Dolni Chiflik,2017-07-29T00:00:00+02:00,2017-07-29T08:35:08+02:00,30908
29/07/17,move,cycling,2017-07-29T08:35:08+02:00,2017-07-29T10:40:31+02:00,7523
29/07/17,place,Place in Nesebar,2017-07-29T10:40:32+02:00,2017-07-29T11:01:00+02:00,1228
29/07/17,move,cycling,2017-07-29T11:01:00+02:00,2017-07-29T12:51:24+02:00,6624
29/07/17,place,Place in Kableshkovo,2017-07-29T12:51:25+02:00,2017-07-29T12:54:58+02:00,213
29/07/17,move,cycling,2017-07-29T12:54:58+02:00,2017-07-29T14:09:23+02:00,4465
29/07/17,place,Place in Burgas,2017-07-29T14:09:24+02:00,2017-07-29T14:59:37+02:00,3013
29/07/17,move,cycling,2017-07-29T14:59:37+02:00,2017-07-29T16:09:01+02:00,4164
29/07/17,place,Place in Sozopol,2017-07-29T16:09:02+02:00,2017-07-29T16:42:05+02:00,1983
29/07/17,move,cycling,2017-07-29T16:42:05+02:00,2017-07-29T16:52:47+02:00,642
29/07/17,place,Place in Sozopol,2017-07-29T16:52:48+02:00,2017-07-29T17:23:28+02:00,1840
29/07/17,move,walking,2017-07-29T17:23:28+02:00,2017-07-29T17:31:20+02:00,472
29/07/17,place,Place in Sozopol,2017-07-29T17:31:21+02:00,2017-07-29T19:12:10+02:00,6049
29/07/17,place,Place in Sozopol,2017-07-29T19:12:11+02:00,2017-07-29T19:23:30+02:00,679
29/07/17,place,Place in Sozopol,2017-07-29T19:23:31+02:00,2017-07-29T21:17:49+02:00,6858
29/07/17,move,walking,2017-07-29T21:17:49+02:00,2017-07-29T21:59:14+02:00,2485
29/07/17,place,Place in Sozopol,2017-07-29T21:59:15+02:00,2017-07-29T23:15:35+02:00,4580
29/07/17,move,walking,2017-07-29T23:15:35+02:00,2017-07-29T23:24:00+02:00,505
29/07/17,place,Place in Sozopol,2017-07-29T23:24:01+02:00,2017-07-29T23:27:37+02:00,216
29/07/17,move,walking,2017-07-29T23:27:37+02:00,2017-07-29T23:32:09+02:00,272
29/07/17,place,Place in Sozopol,2017-07-29T23:32:10+02:00,2017-07-29T23:45:20+02:00,790
29/07/17,move,walking,2017-07-29T23:45:20+02:00,2017-07-29T23:52:35+02:00,435
29/07/17,place,Place in Sozopol,2017-07-29T23:52:36+02:00,2017-07-30T00:00:00+02:00,444
