Date,Type,Name,Start,End,Duration
01/05/17,place,"Place in Omonoia, Athens",2017-05-01T00:00:00+02:00,2017-05-01T00:12:08+02:00,728
01/05/17,move,walking,2017-05-01T00:12:08+02:00,2017-05-01T00:14:56+02:00,168
01/05/17,place,"Place in Omonoia, Athens",2017-05-01T00:14:57+02:00,2017-05-01T01:53:14+02:00,5897
01/05/17,move,transport,2017-05-01T01:53:14+02:00,2017-05-01T02:17:46+02:00,1472
01/05/17,place,Place in Kifisiá,2017-05-01T02:17:47+02:00,2017-05-01T12:15:26+02:00,35859
01/05/17,place,Place in Kifisiá,2017-05-01T12:15:27+02:00,2017-05-01T15:14:15+02:00,10728
01/05/17,move,transport,2017-05-01T15:14:15+02:00,2017-05-01T15:33:59+02:00,1184
01/05/17,place,Place in Kifisiá,2017-05-01T15:34:00+02:00,2017-05-01T15:47:53+02:00,833
01/05/17,move,cycling,2017-05-01T15:47:53+02:00,2017-05-01T16:14:33+02:00,1600
01/05/17,place,Place in Amaroúsion,2017-05-01T16:14:33+02:00,2017-05-01T18:33:40+02:00,8347
01/05/17,move,cycling,2017-05-01T18:33:40+02:00,2017-05-01T19:05:06+02:00,1886
01/05/17,place,"Place in Polygono, Athens",2017-05-01T19:05:07+02:00,2017-05-02T00:00:00+02:00,17693
