Date,Type,Name,Start,End,Duration
31/07/17,place,Place in Kırklareli,2017-07-31T00:00:00+02:00,2017-07-31T08:56:33+02:00,32193
31/07/17,place,Place in Kırklareli,2017-07-31T08:56:34+02:00,2017-07-31T09:05:54+02:00,560
31/07/17,move,cycling,2017-07-31T09:05:54+02:00,2017-07-31T09:57:01+02:00,3067
31/07/17,place,Place in Kırklareli,2017-07-31T09:57:02+02:00,2017-07-31T10:11:17+02:00,855
31/07/17,move,cycling,2017-07-31T10:11:17+02:00,2017-07-31T10:39:54+02:00,1717
31/07/17,place,Place in Kırklareli,2017-07-31T10:39:55+02:00,2017-07-31T10:45:43+02:00,348
31/07/17,move,cycling,2017-07-31T10:45:43+02:00,2017-07-31T11:28:20+02:00,2557
31/07/17,place,Place in Kırklareli,2017-07-31T11:28:21+02:00,2017-07-31T11:41:59+02:00,818
31/07/17,place,Place in Kırklareli,2017-07-31T11:42:00+02:00,2017-07-31T11:51:03+02:00,543
31/07/17,move,cycling,2017-07-31T11:51:03+02:00,2017-07-31T11:56:58+02:00,355
31/07/17,place,Place in Kırklareli,2017-07-31T11:56:59+02:00,2017-07-31T13:01:32+02:00,3873
31/07/17,move,cycling,2017-07-31T13:01:32+02:00,2017-07-31T15:53:51+02:00,10339
31/07/17,place,Place in Vize,2017-07-31T15:53:52+02:00,2017-07-31T17:12:14+02:00,4702
31/07/17,move,cycling,2017-07-31T17:12:14+02:00,2017-07-31T19:38:33+02:00,8779
31/07/17,place,Place in Saray,2017-07-31T19:38:34+02:00,2017-08-01T00:00:00+02:00,15686
