Date,Type,Name,Start,End,Duration
19/05/17,place,"Place in Nørrebro, København",2017-05-19T00:00:00+02:00,2017-05-19T01:31:37+02:00,5497
19/05/17,move,cycling,2017-05-19T01:31:37+02:00,2017-05-19T01:46:08+02:00,871
19/05/17,place,"Place in Vesterbro, København",2017-05-19T01:46:09+02:00,2017-05-19T02:00:22+02:00,853
19/05/17,move,walking,2017-05-19T02:00:22+02:00,2017-05-19T02:36:05+02:00,2143
19/05/17,place,"Place in Christianshavn, København",2017-05-19T02:36:06+02:00,2017-05-19T08:31:24+02:00,21318
19/05/17,move,cycling,2017-05-19T08:31:24+02:00,2017-05-19T08:39:52+02:00,508
19/05/17,place,"Place in Østerport, København",2017-05-19T08:39:53+02:00,2017-05-19T12:15:31+02:00,12938
19/05/17,move,walking,2017-05-19T12:15:31+02:00,2017-05-19T12:25:08+02:00,577
19/05/17,place,"Place in Indre By, København",2017-05-19T12:25:09+02:00,2017-05-19T13:12:00+02:00,2811
19/05/17,move,walking,2017-05-19T13:12:00+02:00,2017-05-19T13:25:19+02:00,799
19/05/17,place,"Place in Østerport, København",2017-05-19T13:25:20+02:00,2017-05-19T16:12:43+02:00,10043
19/05/17,move,transport,2017-05-19T16:12:43+02:00,2017-05-19T16:15:40+02:00,177
19/05/17,move,cycling,2017-05-19T16:15:40+02:00,2017-05-19T16:24:15+02:00,515
19/05/17,place,"Place in Østerbro, København",2017-05-19T16:24:16+02:00,2017-05-19T16:59:45+02:00,2129
19/05/17,place,"Place in Østerbro, København",2017-05-19T17:13:40+02:00,2017-05-19T17:51:54+02:00,2294
19/05/17,move,cycling,2017-05-19T17:51:54+02:00,2017-05-19T19:06:28+02:00,4474
19/05/17,place,Place in Kokkedal,2017-05-19T19:06:29+02:00,2017-05-19T19:36:01+02:00,1772
19/05/17,move,cycling,2017-05-19T19:36:01+02:00,2017-05-19T19:58:19+02:00,1338
19/05/17,place,Louisiana Museum of Modern Art,2017-05-19T19:58:19+02:00,2017-05-19T20:27:32+02:00,1753
19/05/17,move,cycling,2017-05-19T20:27:32+02:00,2017-05-19T20:31:35+02:00,243
19/05/17,place,Place in Fredensborg,2017-05-19T20:31:36+02:00,2017-05-19T20:36:08+02:00,272
19/05/17,move,cycling,2017-05-19T20:36:08+02:00,2017-05-19T22:17:44+02:00,6096
19/05/17,place,"Place in Christianshavn, København",2017-05-19T22:17:44+02:00,2017-05-20T00:00:00+02:00,6136
