Date,Type,Name,Start,End,Duration
03/06/17,place,"Place in Christianshavn, København",2017-06-03T00:00:00+02:00,2017-06-03T10:57:07+02:00,39427
03/06/17,move,walking,2017-06-03T10:57:07+02:00,2017-06-03T11:11:45+02:00,878
03/06/17,place,"Place in Indre By, København",2017-06-03T11:11:46+02:00,2017-06-03T11:30:35+02:00,1129
03/06/17,move,transport,2017-06-03T11:30:35+02:00,2017-06-03T12:03:28+02:00,1973
03/06/17,move,transport,2017-06-03T12:22:19+02:00,2017-06-03T12:39:03+02:00,1004
03/06/17,place,"Place in Indre By, København",2017-06-03T12:39:04+02:00,2017-06-03T12:45:14+02:00,370
03/06/17,move,walking,2017-06-03T12:45:14+02:00,2017-06-03T13:01:06+02:00,952
03/06/17,place,"Place in Centrum, København",2017-06-03T13:01:07+02:00,2017-06-03T13:07:18+02:00,371
03/06/17,move,walking,2017-06-03T13:07:18+02:00,2017-06-03T13:14:11+02:00,413
03/06/17,place,"Place in Centrum, København",2017-06-03T13:14:12+02:00,2017-06-03T13:17:41+02:00,209
03/06/17,move,walking,2017-06-03T13:17:41+02:00,2017-06-03T13:21:38+02:00,237
03/06/17,place,"Place in Centrum, København",2017-06-03T13:21:39+02:00,2017-06-03T14:00:17+02:00,2318
03/06/17,move,walking,2017-06-03T14:00:17+02:00,2017-06-03T14:08:52+02:00,515
03/06/17,place,"Place in Centrum, København",2017-06-03T14:08:53+02:00,2017-06-03T15:29:07+02:00,4814
03/06/17,move,walking,2017-06-03T15:29:07+02:00,2017-06-03T16:00:14+02:00,1867
03/06/17,place,"Place in Christianshavn, København",2017-06-03T16:00:15+02:00,2017-06-03T16:20:48+02:00,1233
03/06/17,place,"Place in Christianshavn, København",2017-06-03T16:20:49+02:00,2017-06-03T17:10:56+02:00,3007
03/06/17,move,walking,2017-06-03T17:10:56+02:00,2017-06-03T17:26:56+02:00,960
03/06/17,place,"Place in Christianshavn, København",2017-06-03T17:26:57+02:00,2017-06-03T18:33:57+02:00,4020
03/06/17,move,walking,2017-06-03T18:33:57+02:00,2017-06-03T18:47:11+02:00,794
03/06/17,move,walking,2017-06-03T18:47:12+02:00,2017-06-03T18:49:00+02:00,108
03/06/17,place,"Place in Christianshavn, København",2017-06-03T18:49:01+02:00,2017-06-03T19:03:54+02:00,893
03/06/17,move,walking,2017-06-03T19:03:54+02:00,2017-06-03T19:13:31+02:00,577
03/06/17,place,"Place in Christianshavn, København",2017-06-03T19:13:32+02:00,2017-06-03T19:48:35+02:00,2103
03/06/17,move,walking,2017-06-03T19:48:35+02:00,2017-06-03T20:05:59+02:00,1044
03/06/17,place,"Place in Indre By, København",2017-06-03T20:06:00+02:00,2017-06-03T23:26:24+02:00,12024
03/06/17,move,walking,2017-06-03T23:26:24+02:00,2017-06-03T23:59:35+02:00,1991
03/06/17,place,"Place in Christianshavn, København",2017-06-03T23:59:36+02:00,2017-06-04T00:00:00+02:00,24
