day,lat,lon
1.0,59.32448,24.76824
1.0,59.32424,24.76802
1.0,59.3236850029,24.767159986
1.0,59.32313,24.7663
1.0,59.32282,24.76586
1.0,59.32243,24.76543
1.0,59.3221,24.76521
1.0,59.3214350006,24.7648399928
1.0,59.32077,24.76447
1.0,59.32025,24.76395
1.0,59.31989,24.7635
1.0,59.31968,24.7632
1.0,59.31928,24.76252
1.0,59.31925,24.7624
1.0,59.31923,24.76213
1.0,59.31917,24.76195
1.0,59.31883,24.76156
1.0,59.3186,24.7612
1.0,59.318000005,24.7600599799
1.0,59.3174,24.75892
1.0,59.31705,24.75832
1.0,59.31635,24.75733
1.0,59.31593,24.75669
1.0,59.31534,24.75567
1.0,59.3147600134,24.754349955
1.0,59.3141800134,24.753029955
1.0,59.3136,24.75171
1.0,59.31311,24.7508
1.0,59.31265,24.75004
1.0,59.31198,24.74908
1.0,59.3112766741,24.7480932925
1.0,59.3105733407,24.7471066257
1.0,59.30987,24.74612
1.0,59.30952,24.74569
1.0,59.30912,24.74527
1.0,59.3084600012,24.744704989
1.0,59.3078,24.74414
1.0,59.30748,24.74389
1.0,59.30718,24.74369
1.0,59.3069,24.74354
1.0,59.30658,24.74339
1.0,59.30613,24.74322
1.0,59.3054300001,24.7429999954
1.0,59.30473,24.74278
1.0,59.304035,24.7425949962
1.0,59.30334,24.74241
1.0,59.30309,24.74229
1.0,59.3027,24.74204
1.0,59.30243,24.7418
1.0,59.30197,24.74131
1.0,59.3015000011,24.7407649924
1.0,59.30103,24.74022
1.0,59.3003433387,24.739386633
1.0,59.299656672,24.7385532997
1.0,59.29897,24.73772
1.0,59.2987,24.73744
1.0,59.29846,24.73724
1.0,59.29821,24.73708
1.0,59.2979,24.73692
1.0,59.2974,24.73671
1.0,59.29686,24.73651
1.0,59.29644,24.7364
1.0,59.29608,24.73634
1.0,59.29582,24.73633
1.0,59.29552,24.73635
1.0,59.29507,24.73648
1.0,59.2944800004,24.7367000076
1.0,59.2938900004,24.7369200076
1.0,59.2933,24.73714
1.0,59.2927550002,24.7373950041
1.0,59.29221,24.73765
1.0,59.2914666679,24.738046684
1.0,59.2907233345,24.7384433507
1.0,59.28998,24.73884
1.0,59.28918,24.73922
1.0,59.2883633349,24.7396800221
1.0,59.2875466683,24.7401400221
1.0,59.28673,24.7406
1.0,59.28592,24.74094
1.0,59.28511,24.74111
1.0,59.284335,24.7411425022
1.0,59.2835600001,24.741175003
1.0,59.2827850001,24.7412075022
1.0,59.28201,24.74124
1.0,59.2811775,24.7412099978
1.0,59.2803450001,24.7411799971
1.0,59.2795125001,24.7411499978
1.0,59.27868,24.74112
1.0,59.277885,24.7411300002
1.0,59.27709,24.74114
1.0,59.2762814286,24.7411357137
1.0,59.2754728571,24.7411314276
1.0,59.2746642857,24.7411271416
1.0,59.2738557143,24.7411228559
1.0,59.2730471428,24.7411185704
1.0,59.2722385714,24.7411142851
1.0,59.27143,24.74111
1.0,59.2707933333,24.7411033331
1.0,59.2701566667,24.7410966664
1.0,59.26952,24.74109
1.0,59.26877,24.74111
1.0,59.2682399997,24.7411049999
1.0,59.26771,24.7411
1.0,59.2669466667,24.7410766656
1.0,59.2661833333,24.7410533323
1.0,59.26542,24.74103
1.0,59.26457,24.7410214273
1.0,59.26372,24.741012855
1.0,59.26287,24.7410042831
1.0,59.26202,24.7409957117
1.0,59.26117,24.7409871407
1.0,59.26032,24.7409785701
1.0,59.25947,24.74097
1.0,59.2587733334,24.7409599996
1.0,59.2580766667,24.7409499996
1.0,59.25738,24.74094
1.0,59.25673,24.74097
1.0,59.25628,24.74103
1.0,59.255625,24.7411400021
1.0,59.25497,24.74125
1.0,59.25419,24.7414
1.0,59.25358,24.74151
1.0,59.25282,24.74167
1.0,59.25216,24.74184
1.0,59.25198,24.74191
1.0,59.25148,24.7423
1.0,59.25123,24.74254
1.0,59.2505550118,24.7433250777
1.0,59.2498800189,24.7441101243
1.0,59.2492050213,24.7448951399
1.0,59.2485300189,24.7456801243
1.0,59.2478550118,24.7464650777
1.0,59.24718,24.74725
1.0,59.24684,24.74766
1.0,59.2462050022,24.7484150141
1.0,59.24557,24.74917
1.0,59.2450550018,24.7498550103
1.0,59.24454,24.75054
1.0,59.2440500039,24.7512533539
1.0,59.2435600039,24.7519666872
1.0,59.24307,24.75268
1.0,59.2425650027,24.7535250125
1.0,59.24206,24.75437
1.0,59.2417250012,24.7549650061
1.0,59.24139,24.75556
1.0,59.2407939052,24.7566925452
1.0,59.2401978005,24.7578250509
1.0,59.239601686,24.7589575169
1.0,59.2390055617,24.7600899433
1.0,59.2384094275,24.7612223302
1.0,59.2378132835,24.7623546775
1.0,59.2372171296,24.7634869851
1.0,59.2366209659,24.7646192532
1.0,59.2360247924,24.7657514818
1.0,59.2354286091,24.7668836707
1.0,59.2348324159,24.76801582
1.0,59.2342362129,24.7691479298
1.0,59.23364,24.77028
1.0,59.2330900032,24.771205015
1.0,59.23254,24.77213
1.0,59.2321300013,24.7727150071
1.0,59.23172,24.7733
1.0,59.23102,24.77416
1.0,59.23061,24.77463
1.0,59.23043,24.77481
1.0,59.2297200016,24.7754750139
1.0,59.22901,24.77614
1.0,59.2285550004,24.7764950048
1.0,59.2281,24.77685
1.0,59.2276400002,24.7770500027
1.0,59.22718,24.77725
1.0,59.22672,24.77736
1.0,59.22624,24.77738
1.0,59.2255149999,24.7773399991
1.0,59.22479,24.7773
1.0,59.2239550004,24.7771787292
1.0,59.2231200007,24.7770574644
1.0,59.2222850008,24.7769362055
1.0,59.2214500009,24.7768149525
1.0,59.2206150008,24.7766937055
1.0,59.2197800006,24.7765724644
1.0,59.2189450003,24.7764512292
1.0,59.21811,24.77633
1.0,59.2175649999,24.7762649989
1.0,59.21702,24.7762
1.0,59.21656,24.77618
1.0,59.21618,24.77619
1.0,59.21571,24.7763
1.0,59.21516,24.77649
1.0,59.21431,24.77685
1.0,59.2135614315,24.7772043323
1.0,59.212812862,24.7775586491
1.0,59.2120642915,24.7779129503
1.0,59.2113157201,24.7782672361
1.0,59.2105671477,24.7786215062
1.0,59.2098185744,24.7789757609
1.0,59.20907,24.77933
1.0,59.2082736417,24.7797046328
1.0,59.2074772824,24.7800792481
1.0,59.206680922,24.780453846
1.0,59.2058845605,24.7808284264
1.0,59.205088198,24.7812029893
1.0,59.2042918343,24.7815775348
1.0,59.2034954696,24.7819520627
1.0,59.2026991038,24.7823265733
1.0,59.201902737,24.7827010663
1.0,59.201106369,24.7830755419
1.0,59.20031,24.78345
1.0,59.1996700006,24.7838000065
1.0,59.19903,24.78415
1.0,59.1982580032,24.7846080414
1.0,59.1974860049,24.7850660621
1.0,59.1967140049,24.7855240621
1.0,59.1959420033,24.7859820414
1.0,59.19517,24.78644
1.0,59.1945100006,24.7867850066
1.0,59.19385,24.78713
1.0,59.1934050002,24.7873000022
1.0,59.19296,24.78747
1.0,59.19207,24.78767
1.0,59.1916200001,24.7876950003
1.0,59.19117,24.78772
1.0,59.1907199999,24.7876949997
1.0,59.19027,24.78767
1.0,59.18982,24.7875849989
1.0,59.18937,24.7875
1.0,59.18893,24.78736
1.0,59.1882850003,24.7870599943
1.0,59.18764,24.78676
1.0,59.186795001,24.7862249867
1.0,59.18595,24.78569
1.0,59.18512,24.78509
1.0,59.1843450014,24.7844999867
1.0,59.18357,24.78391
1.0,59.18312,24.78355
1.0,59.18257,24.78308
1.0,59.1821200006,24.7826449942
1.0,59.18167,24.78221
1.0,59.1809200028,24.7813649815
1.0,59.18017,24.78052
1.0,59.17943,24.77972
1.0,59.17888,24.77907
1.0,59.17865,24.77883
1.0,59.1781400012,24.778239991
1.0,59.17763,24.77765
1.0,59.1769600022,24.7768949852
1.0,59.17629,24.77614
1.0,59.17571,24.77558
1.0,59.17511,24.77505
1.0,59.1745150009,24.7745799919
1.0,59.17392,24.77411
1.0,59.17309,24.77358
1.0,59.17235,24.77318
1.0,59.1717650005,24.7728749949
1.0,59.17118,24.77257
1.0,59.1705,24.77227
1.0,59.16968,24.77195
1.0,59.16922,24.77182
1.0,59.1686600001,24.7717049981
1.0,59.1681,24.77159
1.0,59.16764,24.7715449994
1.0,59.16718,24.7715
1.0,59.1667200002,24.7714949999
1.0,59.16626,24.77149
1.0,59.1655633334,24.7715900041
1.0,59.1648666667,24.7716900041
1.0,59.16417,24.77179
1.0,59.16362,24.77195
1.0,59.1629733339,24.7722166768
1.0,59.1623266672,24.7724833434
1.0,59.16168,24.77275
1.0,59.16132,24.77295
1.0,59.1608450003,24.7732600043
1.0,59.16037,24.77357
1.0,59.1599400002,24.7739050044
1.0,59.15951,24.77424
1.0,59.1587207904,24.7749178799
1.0,59.1579315773,24.7755957285
1.0,59.1571423606,24.7762735459
1.0,59.1563531404,24.776951332
1.0,59.1555639167,24.7776290868
1.0,59.1547746895,24.7783068104
1.0,59.1539854587,24.7789845027
1.0,59.1531962244,24.7796621637
1.0,59.1524069866,24.7803397935
1.0,59.1516177452,24.781017392
1.0,59.1508285004,24.7816949592
1.0,59.1500392519,24.7823724952
1.0,59.14925,24.78305
1.0,59.14878,24.78347
1.0,59.147961263,24.7841663666
1.0,59.1471425223,24.7848626999
1.0,59.1463237779,24.7855589998
1.0,59.1455050298,24.7862552665
1.0,59.1446862779,24.7869514998
1.0,59.1438675223,24.7876476999
1.0,59.143048763,24.7883438666
1.0,59.14223,24.78904
1.0,59.14142,24.7896
1.0,59.14075,24.79003
1.0,59.14004,24.79044
1.0,59.1392,24.79088
1.0,59.1385350003,24.7911800058
1.0,59.13787,24.79148
1.0,59.13761,24.79158
1.0,59.13716,24.79174
1.0,59.13655,24.7919
1.0,59.13608,24.79198
1.0,59.13561,24.79203
1.0,59.13516,24.79206
1.0,59.1346499999,24.7920750002
1.0,59.13414,24.79209
1.0,59.1335300001,24.7920699996
1.0,59.13292,24.79205
1.0,59.13232,24.79198
1.0,59.13161,24.79185
1.0,59.1311250001,24.7917249982
1.0,59.13064,24.7916
1.0,59.13015,24.79146
1.0,59.1298,24.79134
1.0,59.12947,24.79121
1.0,59.12882,24.79092
1.0,59.1282350003,24.7906249949
1.0,59.12765,24.79033
1.0,59.127,24.79004
1.0,59.12661,24.7899
1.0,59.12581,24.78966
1.0,59.12527,24.78954
1.0,59.12477,24.78946
1.0,59.1243099999,24.7894149994
1.0,59.12385,24.78937
1.0,59.12316,24.78933
1.0,59.1227050001,24.7893350001
1.0,59.12225,24.78934
1.0,59.12148,24.78941
1.0,59.12085,24.78949
1.0,59.12014,24.78963
1.0,59.11972,24.78974
1.0,59.11892,24.79
1.0,59.1184150002,24.7902150032
1.0,59.11791,24.79043
1.0,59.11715,24.79079
1.0,59.11706,24.79076
1.0,59.11698,24.7908
1.0,59.1165,24.7911
1.0,59.11632,24.79128
1.0,59.11589,24.79154
1.0,59.1150600028,24.7921433626
1.0,59.1142300027,24.792746696
1.0,59.1134,24.79335
1.0,59.1125766693,24.7939400284
1.0,59.111753336,24.7945300284
1.0,59.11093,24.79512
1.0,59.1102750029,24.7956225288
1.0,59.1096200039,24.7961250384
1.0,59.1089650029,24.7966275288
1.0,59.10831,24.79713
1.0,59.1077700004,24.7974650053
1.0,59.10723,24.7978
1.0,59.10657,24.7982
1.0,59.1058400004,24.7985350071
1.0,59.10511,24.79887
1.0,59.1043,24.79915
1.0,59.10359,24.79936
1.0,59.1027433349,24.7995878228
1.0,59.1018966695,24.7998156343
1.0,59.1010500036,24.8000434346
1.0,59.1002033373,24.8002712236
1.0,59.0993566707,24.8004990014
1.0,59.0985100036,24.8007267679
1.0,59.0976633362,24.8009545232
1.0,59.0968166683,24.8011822672
1.0,59.09597,24.80141
1.0,59.09529,24.80161
1.0,59.09462,24.80171
1.0,59.09396,24.80175
1.0,59.0931357143,24.8017771468
1.0,59.0923114286,24.8018042922
1.0,59.0914871429,24.8018314364
1.0,59.0906628572,24.8018585793
1.0,59.0898385714,24.8018857208
1.0,59.0890142857,24.8019128611
1.0,59.08819,24.80194
1.0,59.08737,24.801960001
1.0,59.08655,24.801980001
1.0,59.08573,24.802
1.0,59.0850799998,24.8019949999
1.0,59.08443,24.80199
1.0,59.08373,24.8019
1.0,59.08301,24.80176
1.0,59.0822250002,24.8015599954
1.0,59.08144,24.80136
1.0,59.08098,24.80126
1.0,59.08055,24.8012
1.0,59.08007,24.8012
1.0,59.07977,24.80122
1.0,59.07906,24.80137
1.0,59.07866,24.80152
1.0,59.07795,24.80187
1.0,59.07745,24.80221
1.0,59.07705,24.80253
1.0,59.07657,24.80299
1.0,59.07614,24.80347
1.0,59.07582,24.80388
1.0,59.07519,24.80481
1.0,59.0745550036,24.8057750179
1.0,59.07392,24.80674
1.0,59.0735100014,24.8073500073
1.0,59.0731,24.80796
1.0,59.0725166728,24.8088533637
1.0,59.0719333394,24.8097466971
1.0,59.07135,24.81064
1.0,59.070980001,24.8111750059
1.0,59.07061,24.81171
1.0,59.07023,24.81223
1.0,59.06965,24.81316
1.0,59.0691700039,24.8138666864
1.0,59.0686900039,24.814573353
1.0,59.06821,24.81528
1.0,59.06791,24.81559
1.0,59.06752,24.81592
1.0,59.06739,24.81603
1.0,59.06672,24.8165
1.0,59.06641,24.81677
1.0,59.06594,24.81724
1.0,59.06537,24.81797
1.0,59.0648450016,24.8186150099
1.0,59.06432,24.81926
1.0,59.0639100006,24.8196900053
1.0,59.0635,24.82012
1.0,59.06329,24.82043
1.0,59.0626400045,24.8215200207
1.0,59.06199,24.82261
1.0,59.0614,24.82378
1.0,59.06112,24.82442
1.0,59.06071,24.8255
1.0,59.0603350044,24.8265650114
1.0,59.05996,24.82763
1.0,59.05971,24.82828
1.0,59.05922,24.82936
1.0,59.05889,24.83001
1.0,59.05856,24.83058
1.0,59.05819,24.83117
1.0,59.0577550014,24.8317400071
1.0,59.05732,24.83231
1.0,59.05662,24.83306
1.0,59.05591,24.83376
1.0,59.0553600023,24.8342966838
1.0,59.0548100023,24.8348333504
1.0,59.05426,24.83537
1.0,59.05387,24.83569
1.0,59.05344,24.83597
1.0,59.05302,24.83617
1.0,59.05244,24.83639
1.0,59.0517450003,24.8366100044
1.0,59.05105,24.83683
1.0,59.0502037519,24.8370987963
1.0,59.0493575033,24.8373675794
1.0,59.0485112542,24.8376363493
1.0,59.0476650044,24.8379051059
1.0,59.0468187542,24.8381738493
1.0,59.0459725033,24.8384425794
1.0,59.0451262519,24.8387112963
1.0,59.04428,24.83898
1.0,59.0438050001,24.8391350022
1.0,59.04333,24.83929
1.0,59.04277,24.83945
1.0,59.04259,24.83947
1.0,59.0423,24.83945
1.0,59.04201,24.83934
1.0,59.04174,24.83919
1.0,59.04158,24.83905
1.0,59.04125,24.83864
1.0,59.04069,24.8378
1.0,59.0403200014,24.8371999936
1.0,59.03995,24.8366
1.0,59.0394633371,24.8358933133
1.0,59.0389766704,24.8351866466
1.0,59.03849,24.83448
1.0,59.0380133376,24.833736646
1.0,59.0375366709,24.8329933127
1.0,59.03706,24.83225
1.0,59.0363638152,24.8311871772
1.0,59.0356676217,24.8301243975
1.0,59.0349714195,24.8290616608
1.0,59.0342752087,24.8279989672
1.0,59.0335789891,24.8269363166
1.0,59.0328827608,24.825873709
1.0,59.0321865238,24.8248111445
1.0,59.0314902782,24.823748623
1.0,59.0307940238,24.8226861446
1.0,59.0300977608,24.8216237091
1.0,59.029401489,24.8205613167
1.0,59.0287052086,24.8194989673
1.0,59.0280089195,24.818436661
1.0,59.0273126217,24.8173743976
1.0,59.0266163152,24.8163121773
1.0,59.02592,24.81525
1.0,59.02521,24.81419
1.0,59.0248350011,24.8136949948
1.0,59.02446,24.8132
1.0,59.0237000124,24.8123019206
1.0,59.0229400187,24.811403881
1.0,59.0221800187,24.810505881
1.0,59.0214200125,24.8096079207
1.0,59.02066,24.80871
1.0,59.0199866783,24.8079332573
1.0,59.0193133519,24.8071565451
1.0,59.0186400209,24.8063798632
1.0,59.0179666853,24.8056032118
1.0,59.017293345,24.8048265907
1.0,59.01662,24.80405
1.0,59.01604,24.80333
1.0,59.0154950018,24.8026949902
1.0,59.01495,24.80206
1.0,59.01464,24.80164
1.0,59.01457,24.80151
1.0,59.01448,24.80127
1.0,59.01447,24.80099
1.0,59.01443,24.80083
1.0,59.01436,24.80073
1.0,59.01431,24.8007
1.0,59.01425,24.8007
1.0,59.0142,24.80073
1.0,59.01397,24.80075
1.0,59.01384,24.80071
1.0,59.01376,24.80066
1.0,59.013116671,24.7999133055
1.0,59.0124733377,24.7991666389
1.0,59.01183,24.79842
1.0,59.01169,24.79823
1.0,59.01163,24.79818
1.0,59.01146,24.79812
1.0,59.01141,24.79817
1.0,59.01135,24.79817
1.0,59.01128,24.79813
1.0,59.01123,24.79805
1.0,59.01117,24.79781
1.0,59.0111,24.79767
1.0,59.01097,24.79746
1.0,59.01031,24.79675
1.0,59.00982,24.79617
1.0,59.00932,24.79553
1.0,59.00854,24.79469
1.0,59.00813,24.79422
1.0,59.00796,24.79412
1.0,59.00774,24.79405
1.0,59.00756,24.79412
1.0,59.00746,24.79409
1.0,59.00739,24.79412
1.0,59.00729,24.7942
1.0,59.007,24.79438
1.0,59.00685,24.79445
1.0,59.00678,24.79447
1.0,59.00644,24.79449
1.0,59.00626,24.79441
1.0,59.00615,24.79432
1.0,59.00584,24.79415
1.0,59.00579,24.79406
1.0,59.00573,24.79402
1.0,59.00569,24.79403
1.0,59.00537,24.79391
1.0,59.00493,24.79378
1.0,59.0042566671,24.7935366572
1.0,59.0035833338,24.7932933238
1.0,59.00291,24.79305
1.0,59.00207,24.7928
1.0,59.0013,24.7926299962
1.0,59.00053,24.79246
1.0,59.000025,24.7923799988
1.0,58.99952,24.7923
1.0,58.99925,24.79221
1.0,58.999,24.79207
1.0,58.9983500009,24.7915949911
1.0,58.9977,24.79112
1.0,58.99704,24.79047
1.0,58.99642,24.78979
1.0,58.9958,24.78905
1.0,58.99552,24.78875
1.0,58.99547,24.78867
1.0,58.99544,24.78857
1.0,58.99544,24.78839
1.0,58.99542,24.78829
1.0,58.99534,24.78818
1.0,58.99512,24.7881
1.0,58.99502,24.78804
1.0,58.99472,24.78779
1.0,58.99422,24.78716
1.0,58.9937400012,24.786589992
1.0,58.99326,24.78602
1.0,58.99293,24.78573
1.0,58.99254,24.78552
1.0,58.99226,24.78542
1.0,58.9915566669,24.785249993
1.0,58.9908533335,24.785079993
1.0,58.99015,24.78491
1.0,58.9895950002,24.7848049983
1.0,58.98904,24.7847
1.0,58.9883140007,24.7844879821
1.0,58.9875880011,24.7842759732
1.0,58.9868620011,24.7840639732
1.0,58.9861360007,24.7838519821
1.0,58.98541,24.78364
1.0,58.9848450001,24.7835049978
1.0,58.98428,24.78337
1.0,58.9835340006,24.7831699827
1.0,58.9827880009,24.782969974
1.0,58.9820420009,24.782769974
1.0,58.9812960006,24.7825699827
1.0,58.98055,24.78237
1.0,58.97968,24.7821
1.0,58.97926,24.78193
1.0,58.97879,24.78162
1.0,58.97824,24.78113
1.0,58.97784,24.78063
1.0,58.97752,24.78014
1.0,58.9769800171,24.779087934
1.0,58.9764400256,24.7780359011
1.0,58.9759000256,24.776983901
1.0,58.975360017,24.775931934
1.0,58.97482,24.77488
1.0,58.9742500197,24.7737499253
1.0,58.9736800295,24.7726198879
1.0,58.9731100296,24.7714898879
1.0,58.9725400197,24.7703599253
1.0,58.97197,24.76923
1.0,58.97156,24.76849
1.0,58.97102,24.76775
1.0,58.97062,24.76735
1.0,58.9703,24.76709
1.0,58.96995,24.76687
1.0,58.96956,24.76671
1.0,58.96915,24.76659
1.0,58.96836,24.7664
1.0,58.96794,24.76635
1.0,58.96749,24.76637
1.0,58.9666700004,24.7665057337
1.0,58.9658500007,24.7666414609
1.0,58.9650300008,24.7667771816
1.0,58.9642100008,24.7669128959
1.0,58.9633900007,24.7670486037
