day,lat,lon
1.0,56.39423,26.11631
1.0,56.3937475114,26.117282537
1.0,56.3932650152,26.1182550493
1.0,56.3927825114,26.119227537
1.0,56.3923,26.1202
1.0,56.3918300088,26.121243359
1.0,56.3913600088,26.1222866923
1.0,56.39089,26.12333
1.0,56.3903600034,26.1242400125
1.0,56.38983,26.12515
1.0,56.3894,26.12631
1.0,56.38905,26.12678
1.0,56.3883146435,26.1275432537
1.0,56.3875792823,26.128306478
1.0,56.3868439164,26.1290696728
1.0,56.3861085459,26.1298328381
1.0,56.3853731706,26.1305959739
1.0,56.3846377907,26.1313590803
1.0,56.3839024061,26.1321221572
1.0,56.3831670168,26.1328852047
1.0,56.3824316228,26.1336482226
1.0,56.3816962241,26.1344112112
1.0,56.3809608208,26.1351741702
1.0,56.3802254127,26.1359370998
1.0,56.37949,26.1367
1.0,56.37888,26.1367850014
1.0,56.37827,26.13687
1.0,56.3777849999,26.1368049992
1.0,56.3773,26.13674
1.0,56.3767,26.1372
1.0,56.3759350071,26.137965046
1.0,56.3751700095,26.1387300614
1.0,56.3744050072,26.139495046
1.0,56.37364,26.14026
1.0,56.3728380146,26.1408941201
1.0,56.3720360259,26.1415282135
1.0,56.371234034,26.1421622802
1.0,56.3704320388,26.1427963202
1.0,56.3696300405,26.1434303335
1.0,56.3688280389,26.1440643202
1.0,56.368026034,26.1446982801
1.0,56.3672240259,26.1453322134
1.0,56.3664220146,26.14596612
1.0,56.36562,26.1466
1.0,56.3651250003,26.1467500019
1.0,56.36463,26.1469
1.0,56.364010003,26.1474000244
1.0,56.363390004,26.1479000326
1.0,56.362770003,26.1484000244
1.0,56.36215,26.1489
1.0,56.3614020039,26.1493940388
1.0,56.3606540059,26.1498880582
1.0,56.3599060059,26.1503820582
1.0,56.3591580039,26.1508760388
1.0,56.35841,26.15137
1.0,56.35754,26.15175
1.0,56.3569133334,26.1516766643
1.0,56.3562866667,26.1516033309
1.0,56.35566,26.15153
1.0,56.35518,26.1516400014
1.0,56.3547,26.15175
1.0,56.3538933346,26.1521466834
1.0,56.353086668,26.1525433501
1.0,56.35228,26.15294
1.0,56.3515000074,26.1537250482
1.0,56.3507200099,26.1545100642
1.0,56.3499400074,26.1552950482
1.0,56.34916,26.15608
1.0,56.34884,26.15617
1.0,56.3480750001,26.1562483412
1.0,56.3473100002,26.1563266792
1.0,56.3465450002,26.1564050141
1.0,56.3457800002,26.1564833459
1.0,56.3450150001,26.1565616745
1.0,56.34425,26.15664
1.0,56.3435300013,26.1570400151
1.0,56.3428100013,26.1574400151
1.0,56.34209,26.15784
1.0,56.341252861,26.1582400527
1.0,56.3404157207,26.1586400878
1.0,56.3395785792,26.1590401053
1.0,56.3387414363,26.1594401053
1.0,56.3379042922,26.1598400878
1.0,56.3370671467,26.1602400527
1.0,56.33623,26.16064
1.0,56.33543,26.16075
1.0,56.3349249999,26.1607249997
1.0,56.33442,26.1607
1.0,56.33362,26.1606349986
1.0,56.33282,26.16057
1.0,56.3321033335,26.1604299947
1.0,56.3313866668,26.1602899947
1.0,56.33067,26.16015
1.0,56.3298116683,26.1598666348
1.0,56.3289533359,26.1595832824
1.0,56.3280950029,26.1592999427
1.0,56.3272366692,26.1590166157
1.0,56.3263783349,26.1587333015
1.0,56.32552,26.15845
1.0,56.3247700012,26.1580633181
1.0,56.3240200012,26.1576766515
1.0,56.32327,26.15729
1.0,56.322476,26.1572519968
1.0,56.321682,26.1572139953
1.0,56.3208880001,26.1571759953
1.0,56.3200940001,26.1571379968
1.0,56.3193,26.1571
1.0,56.3185875009,26.157367515
1.0,56.3178750011,26.15763502
1.0,56.3171625008,26.157902515
1.0,56.31645,26.15817
1.0,56.3156900009,26.1585066801
1.0,56.3149300009,26.1588433467
1.0,56.31417,26.15918
1.0,56.3135500016,26.1598100102
1.0,56.31293,26.16044
1.0,56.312245579,26.1612923444
1.0,56.3115611521,26.1621446582
1.0,56.3108767193,26.1629969415
1.0,56.3101922807,26.1638491943
1.0,56.3095078363,26.1647014165
1.0,56.308823386,26.1655536082
1.0,56.3081389298,26.1664057693
1.0,56.3074544678,26.1672578999
1.0,56.30677,26.16811
1.0,56.30606,26.1688
1.0,56.3054933348,26.1692266794
1.0,56.304926668,26.1696533461
1.0,56.30436,26.17008
1.0,56.3035520027,26.1703520518
1.0,56.3027440048,26.170624092
1.0,56.3019360062,26.1708961208
1.0,56.3011280071,26.171168138
1.0,56.3003200074,26.1714401438
1.0,56.2995120071,26.171712138
1.0,56.2987040062,26.1719841208
1.0,56.2978960047,26.172256092
1.0,56.2970880027,26.1725280518
1.0,56.29628,26.1728
1.0,56.29555,26.17314
1.0,56.2947380043,26.1736560438
1.0,56.2939260065,26.1741720658
1.0,56.2931140065,26.1746880658
1.0,56.2923020043,26.1752040438
1.0,56.29149,26.17572
1.0,56.2906300019,26.1760300349
1.0,56.2897700031,26.1763400558
1.0,56.2889100035,26.1766500628
1.0,56.2880500031,26.1769600558
1.0,56.2871900019,26.1772700349
1.0,56.28633,26.17758
1.0,56.28624,26.17761
1.0,56.2855000014,26.1778733588
1.0,56.2847600022,26.1781367074
1.0,56.2840200025,26.1784000459
1.0,56.2832800022,26.1786633741
1.0,56.2825400014,26.1789266922
1.0,56.2818,26.17919
1.0,56.2812900007,26.1796100056
1.0,56.28078,26.18003
1.0,56.280380001,26.1805500055
1.0,56.27998,26.18107
1.0,56.2795500177,26.1821180471
1.0,56.2791200266,26.1831660706
1.0,56.2786900266,26.1842140706
1.0,56.2782600177,26.185262047
1.0,56.27783,26.18631
1.0,56.2774750031,26.1871650075
1.0,56.27712,26.18802
1.0,56.27678,26.18849
1.0,56.2762700008,26.1889650064
1.0,56.27576,26.18944
1.0,56.2750933354,26.1899500178
1.0,56.2744266687,26.1904600178
1.0,56.27376,26.19097
1.0,56.2732700003,26.1912200032
1.0,56.27278,26.19147
1.0,56.2719366674,26.1917833472
1.0,56.2710933341,26.1920966805
1.0,56.27025,26.19241
1.0,56.2696800002,26.1924450005
1.0,56.26911,26.19248
1.0,56.2684300001,26.1923733295
1.0,56.2677500001,26.1922666629
1.0,56.26707,26.19216
1.0,56.2666350003,26.191819996
1.0,56.2662,26.19148
1.0,56.2655700076,26.1907919547
1.0,56.2649400115,26.1901039321
1.0,56.2643100115,26.1894159321
1.0,56.2636800077,26.1887279547
1.0,56.26305,26.18804
1.0,56.262455003,26.1871799867
1.0,56.26186,26.18632
1.0,56.2612850179,26.1853765958
1.0,56.2607100287,26.18443322
1.0,56.2601350323,26.1834898724
1.0,56.2595600287,26.1825465533
1.0,56.2589850179,26.1816032625
1.0,56.25841,26.18066
1.0,56.2578500033,26.1797699871
1.0,56.25729,26.17888
1.0,56.25668,26.17816
1.0,56.2559900008,26.1777249922
1.0,56.2553,26.17729
1.0,56.2546100005,26.1769099931
1.0,56.25392,26.17653
1.0,56.2531825004,26.1763499896
1.0,56.2524450005,26.1761699861
1.0,56.2517075003,26.1759899896
1.0,56.25097,26.17581
1.0,56.2500900005,26.1755466546
1.0,56.2492100005,26.1752833212
1.0,56.24833,26.17502
1.0,56.24772,26.17456
1.0,56.247020002,26.1738549871
1.0,56.24632,26.17315
1.0,56.2455000046,26.1725324603
1.0,56.2446800061,26.1719149471
1.0,56.2438600046,26.1712974603
1.0,56.24304,26.17068
1.0,56.2424233335,26.1705299952
1.0,56.2418066668,26.1703799952
1.0,56.24119,26.17023
1.0,56.2406849999,26.1703850021
1.0,56.24018,26.17054
1.0,56.2393542891,26.1709114766
1.0,56.238528577,26.1712829372
1.0,56.2377028638,26.1716543818
1.0,56.2368771495,26.1720258104
1.0,56.2360514341,26.1723972229
1.0,56.2352257176,26.1727686195
1.0,56.2344,26.17314
1.0,56.2336233359,26.1736966892
1.0,56.2328466692,26.1742533559
1.0,56.23207,26.17481
1.0,56.2314533356,26.1753433505
1.0,56.2308366689,26.1758766839
1.0,56.23022,26.17641
1.0,56.2295660356,26.1774011522
1.0,56.2289120634,26.1783922706
1.0,56.2282580832,26.1793833552
1.0,56.227604095,26.180374406
1.0,56.226950099,26.1813654229
1.0,56.226296095,26.1823564059
1.0,56.2256420832,26.1833473552
1.0,56.2249880634,26.1843382706
1.0,56.2243340356,26.1853291522
1.0,56.22368,26.18632
1.0,56.2231000095,26.1874033662
1.0,56.2225200094,26.1884866995
1.0,56.22194,26.18957
1.0,56.2214800142,26.190652539
1.0,56.2210200189,26.191735052
1.0,56.2205600142,26.192817539
1.0,56.2201,26.1939
1.0,56.2197840291,26.1952440444
1.0,56.2194680437,26.1965880665
1.0,56.2191520437,26.1979320666
1.0,56.2188360291,26.1992760444
1.0,56.21852,26.20062
1.0,56.21839,26.20132
1.0,56.2181850075,26.2026850072
1.0,56.21798,26.20405
1.0,56.2178400085,26.2055000052
1.0,56.2177,26.20695
1.0,56.21684,26.2067
1.0,56.21644,26.2064
1.0,56.21589,26.20515
1.0,56.2153350041,26.2041299851
1.0,56.21478,26.20311
1.0,56.21508,26.20311
1.0,56.21525,26.20304
1.0,56.21569,26.20294
1.0,56.21525,26.20304
1.0,56.21508,26.20311
1.0,56.21478,26.20311
1.0,56.21492,26.20336
1.0,56.2145,26.2035
1.0,56.21366,26.20404
1.0,56.21292,26.20488
1.0,56.21247,26.20569
1.0,56.21193,26.20617
1.0,56.21124,26.20658
1.0,56.2107650007,26.206990005
1.0,56.21029,26.2074
1.0,56.20994,26.20774
1.0,56.209460004,26.2087300124
1.0,56.20898,26.20972
1.0,56.208650002,26.2104250061
1.0,56.20832,26.21113
1.0,56.2075600005,26.2113020136
1.0,56.2068000007,26.2114740205
1.0,56.2060400007,26.2116460204
1.0,56.2052800005,26.2118180136
1.0,56.20452,26.21199
1.0,56.20387,26.21244
1.0,56.2032050033,26.2133450157
1.0,56.20254,26.21425
1.0,56.2018100142,26.2151880714
1.0,56.2010800213,26.2161261071
1.0,56.2003500213,26.2170641071
1.0,56.1996200142,26.2180020714
1.0,56.19889,26.21894
1.0,56.1983550005,26.2193100052
1.0,56.19782,26.21968
1.0,56.1970600018,26.220160019
1.0,56.1963000018,26.220640019
1.0,56.19554,26.22112
1.0,56.1948550094,26.2220050474
1.0,56.1941700126,26.2228900633
1.0,56.1934850094,26.2237750475
1.0,56.1928,26.22466
1.0,56.1921320125,26.2255400613
1.0,56.1914640187,26.2264200919
1.0,56.1907960187,26.227300092
1.0,56.1901280125,26.2281800613
1.0,56.18946,26.22906
1.0,56.1890800016,26.2296700059
1.0,56.1887,26.23028
1.0,56.18802,26.23088
1.0,56.1874550005,26.2312350052
1.0,56.18689,26.23159
1.0,56.1863800001,26.2317700024
1.0,56.18587,26.23195
1.0,56.1851833367,26.2325933564
1.0,56.18449667,26.2332366897
1.0,56.18381,26.23388
1.0,56.1834,26.23435
1.0,56.1830400032,26.2352450084
1.0,56.18268,26.23614
1.0,56.18216,26.23691
1.0,56.181320001,26.2372633488
1.0,56.1804800011,26.2376166821
1.0,56.17964,26.23797
1.0,56.1788600003,26.2378419896
1.0,56.1780800004,26.2377139844
1.0,56.1773000004,26.2375859844
1.0,56.1765200003,26.2374579896
1.0,56.17574,26.23733
1.0,56.1751400016,26.2366649894
1.0,56.17454,26.236
1.0,56.174085,26.2358099977
1.0,56.17363,26.23562
1.0,56.1729,26.23553
1.0,56.17257,26.23621
1.0,56.1720900224,26.2372633992
1.0,56.1716100358,26.238316772
1.0,56.1711300403,26.2393701185
1.0,56.1706500358,26.2404234387
1.0,56.1701700224,26.2414767325
1.0,56.16969,26.24253
1.0,56.1693350068,26.243830012
1.0,56.16898,26.24513
1.0,56.1686,26.24618
1.0,56.1680733427,26.2472566962
1.0,56.167546676,26.2483333629
1.0,56.16702,26.24941
1.0,56.16670335,26.2508466903
1.0,56.1663866833,26.252283357
1.0,56.16607,26.25372
1.0,56.16581,26.25508
1.0,56.16563,26.25651
1.0,56.1653800096,26.2580550102
1.0,56.16513,26.2596
1.0,56.16492,26.26033
1.0,56.1642300056,26.2611633633
1.0,56.1635400056,26.2619966966
1.0,56.16285,26.26283
1.0,56.1623066697,26.2634366838
1.0,56.1617633364,26.2640433504
1.0,56.16122,26.26465
1.0,56.1605020037,26.2641739644
1.0,56.1597840055,26.2636979466
1.0,56.1590660055,26.2632219466
1.0,56.1583480037,26.2627459644
1.0,56.15763,26.26227
1.0,56.15743,26.26188
1.0,56.1571100023,26.2611099934
1.0,56.15679,26.26034
1.0,56.1563166765,26.2592366394
1.0,56.1558433431,26.2581333061
1.0,56.15537,26.25703
1.0,56.15463,26.25615
1.0,56.154,26.25592
1.0,56.15375,26.25564
1.0,56.15358,26.25468
1.0,56.15349,26.2544
1.0,56.15308,26.25359
1.0,56.15284,26.25364
1.0,56.15216,26.25453
1.0,56.15183,26.2546
1.0,56.1514,26.25428
1.0,56.15122,26.25342
1.0,56.15083,26.25239
1.0,56.15026,26.25211
1.0,56.14939,26.25204
1.0,56.14899,26.25161
1.0,56.14823,26.25097
1.0,56.1477650005,26.2506549962
1.0,56.1473,26.25034
1.0,56.146775,26.2502549988
1.0,56.14625,26.25017
1.0,56.14561,26.25037
1.0,56.14503,26.25104
1.0,56.144635002,26.2517400071
1.0,56.14424,26.25244
1.0,56.14365,26.25292
1.0,56.14314,26.25324
1.0,56.1427150023,26.2539950084
1.0,56.14229,26.25475
1.0,56.14191,26.25607
1.0,56.141820006,26.2572900027
1.0,56.14173,26.25851
1.0,56.14148,26.25888
1.0,56.14074,26.25932
1.0,56.14021,26.25937
1.0,56.13943,26.25892
1.0,56.1388350003,26.2590750024
1.0,56.13824,26.25923
1.0,56.1374350001,26.2593350022
1.0,56.13663,26.25944
1.0,56.1359250001,26.2592949973
1.0,56.13522,26.25915
1.0,56.134675,26.2591700003
1.0,56.13413,26.25919
1.0,56.133585,26.2590549981
1.0,56.13304,26.25892
1.0,56.13237,26.25959
1.0,56.1318700029,26.2601966825
1.0,56.1313700028,26.2608033493
1.0,56.13087,26.26141
1.0,56.1305650044,26.2624600086
1.0,56.13026,26.26351
1.0,56.1301650036,26.2644550023
1.0,56.13007,26.2654
1.0,56.1297350057,26.2665900104
1.0,56.1294,26.26778
1.0,56.1287850008,26.2682100069
1.0,56.12817,26.26864
1.0,56.12786,26.26931
1.0,56.12721,26.26948
1.0,56.12673,26.26884
1.0,56.1264,26.268
1.0,56.1262300023,26.2672349965
1.0,56.12606,26.26647
1.0,56.12604,26.26557
1.0,56.1257300139,26.2642566455
1.0,56.1254200139,26.2629433122
1.0,56.12511,26.26163
1.0,56.1244673128,26.2627300299
1.0,56.1238246158,26.2638300231
1.0,56.1231819091,26.2649299795
1.0,56.1225391926,26.2660298992
1.0,56.1218964663,26.2671297821
1.0,56.1212537302,26.2682296282
1.0,56.1206109844,26.2693294376
1.0,56.1199682288,26.2704292103
1.0,56.1193254634,26.2715289462
1.0,56.1186826883,26.2726286453
1.0,56.1180399034,26.2737283077
1.0,56.1173971087,26.2748279334
1.0,56.1167543043,26.2759275223
1.0,56.1161114901,26.2770270745
1.0,56.1154686661,26.27812659
1.0,56.1148258324,26.2792260687
1.0,56.1141829889,26.2803255107
1.0,56.1135401356,26.2814249159
1.0,56.1128972726,26.2825242844
1.0,56.1122543998,26.2836236162
1.0,56.1116115172,26.2847229113
1.0,56.1109686249,26.2858221696
1.0,56.1103257228,26.2869213912
1.0,56.109682811,26.2880205761
1.0,56.1090398894,26.2891197242
1.0,56.108396958,26.2902188357
1.0,56.1077540169,26.2913179104
1.0,56.107111066,26.2924169484
1.0,56.1064681054,26.2935159497
1.0,56.105825135,26.2946149142
1.0,56.1051821548,26.2957138421
1.0,56.1045391649,26.2968127332
1.0,56.1038961653,26.2979115877
1.0,56.1032531558,26.2990104054
1.0,56.1026101367,26.3001091864
1.0,56.1019671077,26.3012079307
1.0,56.1013240691,26.3023066383
1.0,56.1006810206,26.3034053092
1.0,56.1000379624,26.3045039434
1.0,56.0993948945,26.3056025409
1.0,56.0987518168,26.3067011017
1.0,56.0981087294,26.3077996259
1.0,56.0974656322,26.3088981133
1.0,56.0968225252,26.309996564
1.0,56.0961794086,26.311094978
1.0,56.0955362821,26.3121933554
1.0,56.0948931459,26.313291696
1.0,56.09425,26.31439
1.0,56.0942,26.31402
1.0,56.09373,26.31296
1.0,56.09313,26.31243
1.0,56.0924,26.31235
1.0,56.09176,26.31251
1.0,56.09152,26.31242
1.0,56.09101,26.31183
1.0,56.0907350022,26.3110899948
1.0,56.09046,26.31035
1.0,56.0902700048,26.3092549946
1.0,56.09008,26.30816
1.0,56.089950006,26.3069399957
1.0,56.08982,26.30572
1.0,56.0897550046,26.3046499981
1.0,56.08969,26.30358
1.0,56.0895400039,26.3026049963
1.0,56.08939,26.30163
1.0,56.0891350036,26.300689994
1.0,56.08888,26.29975
1.0,56.0884650042,26.2987249889
1.0,56.08805,26.2977
1.0,56.0878150022,26.2969399951
1.0,56.08758,26.29618
1.0,56.0871100197,26.2950759461
1.0,56.0866400295,26.2939719191
1.0,56.0861700295,26.2928679191
1.0,56.0857000197,26.2917639461
1.0,56.08523,26.29066
1.0,56.08491,26.29022
1.0,56.08423,26.28963
1.0,56.0835850047,26.2885649823
1.0,56.08294,26.2875
1.0,56.0826633462,26.2862399819
1.0,56.0823866795,26.2849799819
1.0,56.08211,26.28372
1.0,56.08172,26.28268
1.0,56.0813250025,26.281894992
1.0,56.08093,26.28111
1.0,56.0806,26.27987
1.0,56.0804100088,26.2788233229
1.0,56.0802200088,26.2777766561
1.0,56.08003,26.27673
1.0,56.0798,26.27618
1.0,56.07944,26.27574
1.0,56.0787700008,26.2754774863
1.0,56.0781000011,26.2752149817
1.0,56.0774300008,26.2749524863
1.0,56.07676,26.27469
1.0,56.07634,26.27462
1.0,56.0756500005,26.2749350056
1.0,56.07496,26.27525
1.0,56.0741800106,26.2757376085
1.0,56.0734000192,26.2762251973
1.0,56.0726200259,26.2767127664
1.0,56.0718400307,26.2772003157
1.0,56.0710600336,26.2776878453
1.0,56.0702800346,26.2781753552
1.0,56.0695000336,26.2786628453
1.0,56.0687200307,26.2791503157
1.0,56.0679400259,26.2796377663
1.0,56.0671600192,26.2801251973
1.0,56.0663800106,26.2806126085
1.0,56.0656,26.2811
1.0,56.0649566678,26.2814833462
1.0,56.0643133344,26.2818666795
1.0,56.06367,26.28225
1.0,56.0628250029,26.282737532
1.0,56.0619800039,26.2832250427
1.0,56.061135003,26.283712532
1.0,56.06029,26.2842
1.0,56.06005,26.28417
1.0,56.0597750034,26.2850850066
1.0,56.0595,26.286
1.0,56.0590333398,26.2868933549
1.0,56.0585666731,26.2877866882
1.0,56.0581,26.28868
1.0,56.05791,26.28919
1.0,56.0578850027,26.2900150007
1.0,56.05786,26.29084
1.0,56.0578064606,26.2923891124
1.0,56.0577529019,26.2939382206
1.0,56.0576993237,26.2954873244
1.0,56.0576457262,26.297036424
1.0,56.0575921092,26.2985855192
1.0,56.0575384728,26.3001346101
1.0,56.0574848171,26.3016836967
1.0,56.0574311419,26.303232779
1.0,56.0573774473,26.304781857
1.0,56.0573237334,26.3063309307
1.0,56.05727,26.30788
1.0,56.05718,26.30928
1.0,56.05689,26.31059
1.0,56.0566000147,26.3116925249
1.0,56.0563100197,26.3127950331
1.0,56.0560200147,26.3138975248
1.0,56.05573,26.315
1.0,56.05554,26.31608
1.0,56.0551333475,26.3174033612
1.0,56.0547266808,26.3187266946
1.0,56.05432,26.32005
1.0,56.05423,26.32075
1.0,56.0543500263,26.3222224862
1.0,56.0544700351,26.3236949817
1.0,56.0545900263,26.3251674862
1.0,56.05471,26.32664
1.0,56.0540700002,26.3267450017
1.0,56.05343,26.32685
1.0,56.0527700011,26.3273600087
1.0,56.05211,26.32787
1.0,56.0514600032,26.3285000212
1.0,56.0508100032,26.3291300212
1.0,56.05016,26.32976
1.0,56.0496300081,26.3307600275
1.0,56.0491000081,26.3317600275
1.0,56.04857,26.33276
1.0,56.0479275032,26.3332725256
1.0,56.0472850043,26.3337850341
1.0,56.0466425032,26.3342975256
1.0,56.046,26.33481
1.0,56.0453300009,26.3351300111
1.0,56.044660001,26.3354500111
1.0,56.04399,26.33577
1.0,56.0437250209,26.337082527
1.0,56.0434600279,26.3383950361
1.0,56.0431950209,26.339707527
1.0,56.04293,26.34102
1.0,56.0432650146,26.3421174714
1.0,56.0436000195,26.3432149619
1.0,56.0439350146,26.3443124714
1.0,56.04427,26.34541
1.0,56.04454,26.34679
1.0,56.04424,26.34745
1.0,56.0434144487,26.3478111729
1.0,56.0425888963,26.3481723304
1.0,56.0417633428,26.3485334724
1.0,56.0409377883,26.348894599
1.0,56.0401122328,26.3492557101
1.0,56.0392866761,26.3496168057
1.0,56.0384611185,26.3499778859
1.0,56.0376355598,26.3503389507
1.0,56.03681,26.3507
1.0,56.0362033334,26.3507800025
1.0,56.0355966667,26.3508600025
1.0,56.03499,26.35094
1.0,56.0342449999,26.35094
1.0,56.0335,26.35094
1.0,56.032632728,26.3508090615
1.0,56.0317654558,26.3506781289
1.0,56.0308981835,26.3505472021
1.0,56.030030911,26.3504162813
1.0,56.0291636384,26.3502853663
1.0,56.0282963657,26.3501544572
1.0,56.0274290928,26.350023554
1.0,56.0265618198,26.3498926567
1.0,56.0256945467,26.3497617652
1.0,56.0248272734,26.3496308797
1.0,56.02396,26.3495
1.0,56.0233599999,26.3495150002
1.0,56.02276,26.34953
1.0,56.0220425003,26.3493874921
1.0,56.0213250004,26.3492449894
1.0,56.0206075003,26.3491024921
1.0,56.01989,26.34896
1.0,56.0191300002,26.3491200063
1.0,56.0183700002,26.3492800063
1.0,56.01761,26.34944
1.0,56.016920001,26.3497766787
1.0,56.016230001,26.3501133453
1.0,56.01554,26.35045
1.0,56.0151450015,26.3510600063
1.0,56.01475,26.35167
1.0,56.0143050012,26.3522400068
1.0,56.01386,26.35281
1.0,56.0134200004,26.3530850031
1.0,56.01298,26.35336
1.0,56.0123950017,26.3540050097
1.0,56.01181,26.35465
1.0,56.0111100011,26.3552100102
1.0,56.01041,26.35577
1.0,56.00992,26.35578
1.0,56.00918,26.35627
1.0,56.0086150021,26.3569850104
1.0,56.00805,26.3577
1.0,56.0075400003,26.3579900039
1.0,56.00703,26.35828
1.0,56.00645,26.35859
1.0,56.0057625006,26.3588125119
1.0,56.0050750008,26.3590350158
1.0,56.0043875006,26.3592575119
1.0,56.0037,26.35948
1.0,56.0029100001,26.3595000004
1.0,56.00212,26.35952
1.0,56.00142,26.3597
1.0,56.0008300003,26.3599250034
1.0,56.00024,26.36015
1.0,55.9994633351,26.3606233524
1.0,55.9986866685,26.3610966857
1.0,55.99791,26.36157
1.0,55.9973900002,26.3618200034
1.0,55.99687,26.36207
1.0,55.99629,26.36187
1.0,55.99554,26.36137
1.0,55.99509,26.36143
1.0,55.9945300057,26.3621150298
1.0,55.9939700076,26.3628000397
1.0,55.9934100057,26.3634850298
1.0,55.99285,26.36417
1.0,55.9922980196,26.3652700628
1.0,55.9917460294,26.3663700942
1.0,55.9911940294,26.3674700942
1.0,55.9906420196,26.3685700627
1.0,55.99009,26.36967
1.0,55.9896566747,26.3706700225
1.0,55.9892233414,26.3716700225
1.0,55.98879,26.37267
1.0,55.98874,26.37304
1.0,55.9882550138,26.3741050401
1.0,55.9877700184,26.3751700534
1.0,55.9872850138,26.3762350401
1.0,55.9868,26.3773
1.0,55.98622,26.37818
1.0,55.9857133373,26.3788833517
1.0,55.9852066707,26.3795866851
1.0,55.9847,26.38029
1.0,55.9841400041,26.3810066874
1.0,55.9835800041,26.3817233541
1.0,55.98302,26.38244
1.0,55.9825150004,26.3827650042
1.0,55.98201,26.38309
1.0,55.98131,26.38367
1.0,55.9808400002,26.3836299995
1.0,55.98037,26.38359
1.0,55.9799249999,26.3834549984
1.0,55.97948,26.38332
1.0,55.979005,26.383239999
1.0,55.97853,26.38316
1.0,55.977755,26.3830699982
1.0,55.97698,26.38298
1.0,55.9761820007,26.3827679825
1.0,55.9753840011,26.3825559738
1.0,55.9745860011,26.3823439738
1.0,55.9737880007,26.3821319825
1.0,55.97299,26.38192
1.0,55.9725300001,26.3818899996
1.0,55.97207,26.38186
1.0,55.97141,26.38193
1.0,55.9708150003,26.382130003
1.0,55.97022,26.38233
1.0,55.9694500018,26.3827100227
1.0,55.9686800023,26.3830900302
1.0,55.9679100018,26.3834700227
1.0,55.96714,26.38385
1.0,55.96644,26.38382
1.0,55.96612,26.38383
1.0,55.9654900005,26.3841600053
1.0,55.96486,26.38449
1.0,55.96449,26.38444
1.0,55.9638225035,26.3838999721
1.0,55.9631550047,26.3833599627
1.0,55.9624875035,26.3828199721
1.0,55.96182,26.38228
1.0,55.9613600002,26.3820399971
1.0,55.9609,26.3818
1.0,55.96054,26.38172
1.0,55.9603750058,26.382915005
1.0,55.96021,26.38411
1.0,55.9597200391,26.3853786678
1.0,55.9592300651,26.3866473034
1.0,55.9587400782,26.387915907
1.0,55.9582500782,26.3891844784
1.0,55.9577600652,26.3904530177
1.0,55.9572700391,26.3917215249
1.0,55.95678,26.39299
1.0,55.9564722812,26.3943400859
1.0,55.9561645477,26.3956901503
1.0,55.9558567995,26.3970401932
1.0,55.9555490364,26.3983902147
1.0,55.9552412587,26.3997402146
1.0,55.9549334661,26.4010901932
1.0,55.9546256588,26.4024401502
1.0,55.9543178368,26.4037900858
1.0,55.95401,26.40514
1.0,55.95357,26.40581
1.0,55.9527875095,26.4062726028
1.0,55.9520050173,26.4067351869
1.0,55.9512225234,26.4071977524
1.0,55.9504400277,26.4076602991
1.0,55.9496575303,26.4081228271
1.0,55.9488750312,26.4085853365
1.0,55.9480925303,26.4090478271
1.0,55.9473100277,26.4095102991
1.0,55.9465275234,26.4099727523
1.0,55.9457450173,26.4104351869
1.0,55.9449625096,26.4108976028
1.0,55.94418,26.41136
1.0,55.9433662563,26.4118313193
1.0,55.9425525108,26.4123026188
1.0,55.9417387635,26.4127738985
1.0,55.9409250144,26.4132451584
1.0,55.9401112635,26.4137163985
1.0,55.9392975108,26.4141876188
1.0,55.9384837563,26.4146588193
1.0,55.93767,26.41513
1.0,55.93688,26.41561
1.0,55.9362966729,26.4164900265
1.0,55.9357133396,26.4173700266
1.0,55.93513,26.41825
1.0,55.9347950013,26.417674995
1.0,55.93446,26.4171
1.0,55.9340400005,26.4167199958
1.0,55.93362,26.41634
1.0,55.9331150004,26.4159799952
1.0,55.93261,26.41562
1.0,55.93216,26.41534
1.0,55.931586668,26.4149433216
1.0,55.9310133346,26.4145466549
1.0,55.93044,26.41415
1.0,55.929700002,26.4136533144
1.0,55.928960002,26.4131566477
1.0,55.92822,26.41266
1.0,55.9277400005,26.4123649964
1.0,55.92726,26.41207
1.0,55.9264833355,26.4115666465
1.0,55.9257066689,26.4110633133
1.0,55.92493,26.41056
1.0,55.9241625033,26.410037469
1.0,55.9233950045,26.4095149587
1.0,55.9226275034,26.408992469
1.0,55.92186,26.40847
1.0,55.9212650009,26.4080249933
1.0,55.92067,26.40758
1.0,55.92017,26.407
1.0,55.91967,26.40616
1.0,55.91926,26.40518
1.0,55.9189266752,26.4041533157
1.0,55.9185933419,26.403126649
1.0,55.91826,26.4021
1.0,55.91803,26.40145
1.0,55.91775,26.40082
1.0,55.917390002,26.4001099934
1.0,55.91703,26.3994
1.0,55.9164116908,26.3983082463
1.0,55.9157933719,26.3972165274
1.0,55.9151750434,26.3961248433
1.0,55.9145567053,26.395033194
1.0,55.9139383575,26.3939415796
1.0,55.91332,26.39285
1.0,55.9126975105,26.3919174551
1.0,55.9120750141,26.3909849401
1.0,55.9114525105,26.390052455
1.0,55.91083,26.38912
1.0,55.9102850032,26.3882299874
1.0,55.90974,26.38734
1.0,55.9092750028,26.38650499
1.0,55.90881,26.38567
1.0,55.9082916914,26.3845649262
1.0,55.9077733729,26.3834598818
1.0,55.9072550445,26.3823548671
