Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
17/07/17,Place in Wisznice,2017-07-17T00:00:00+02:00,2017-07-17T10:33:53+02:00,38033,51.843137,23.216102,,
17/07/17,Place in Włodawa gmina,2017-07-17T12:35:21+02:00,2017-07-17T12:39:57+02:00,276,51.571557,23.500731,,
17/07/17,Place in Włodawa,2017-07-17T12:53:10+02:00,2017-07-17T13:24:31+02:00,1881,51.547647,23.541804,,
17/07/17,Place in Okuninka,2017-07-17T14:00:41+02:00,2017-07-17T14:20:13+02:00,1172,51.496557,23.545426,,
17/07/17,Place in Wola Uhruska,2017-07-17T16:20:45+02:00,2017-07-17T17:46:00+02:00,5115,51.320828,23.624912,,
17/07/17,Place in Dubienka,2017-07-17T19:55:02+02:00,2017-07-17T20:04:57+02:00,595,51.047309,23.893084,,
17/07/17,Place in Dubienka,2017-07-17T20:11:15+02:00,2017-07-18T00:00:00+02:00,13725,51.040199,23.894228,,
