Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
29/07/17,Place in Dolni Chiflik,2017-07-29T00:00:00+02:00,2017-07-29T08:35:08+02:00,30908,42.968364,27.686613,,
29/07/17,Place in Nesebar,2017-07-29T10:40:32+02:00,2017-07-29T11:01:00+02:00,1228,42.850445,27.661659,,
29/07/17,Place in Kableshkovo,2017-07-29T12:51:25+02:00,2017-07-29T12:54:58+02:00,213,42.620799,27.540459,,
29/07/17,Place in Burgas,2017-07-29T14:09:24+02:00,2017-07-29T14:59:37+02:00,3013,42.456091,27.440914,,
29/07/17,Place in Sozopol,2017-07-29T16:09:02+02:00,2017-07-29T16:42:05+02:00,1983,42.412712,27.682541,,
29/07/17,Place in Sozopol,2017-07-29T16:52:48+02:00,2017-07-29T17:23:28+02:00,1840,42.415944,27.690353,,
29/07/17,Place in Sozopol,2017-07-29T17:31:21+02:00,2017-07-29T19:12:10+02:00,6049,42.417625,27.69372,,
29/07/17,Place in Sozopol,2017-07-29T19:12:11+02:00,2017-07-29T19:23:30+02:00,679,42.416772,27.691072,,
29/07/17,Place in Sozopol,2017-07-29T19:23:31+02:00,2017-07-29T21:17:49+02:00,6858,42.415639,27.690535,,
29/07/17,Place in Sozopol,2017-07-29T21:59:15+02:00,2017-07-29T23:15:35+02:00,4580,42.424302,27.695361,,
29/07/17,Place in Sozopol,2017-07-29T23:24:01+02:00,2017-07-29T23:27:37+02:00,216,42.421298,27.693482,,
29/07/17,Place in Sozopol,2017-07-29T23:32:10+02:00,2017-07-29T23:45:20+02:00,790,42.418837,27.694321,,
29/07/17,Place in Sozopol,2017-07-29T23:52:36+02:00,2017-07-30T00:00:00+02:00,444,42.415944,27.690353,,
