Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
13/07/17,Place in Druskininkai,2017-07-13T00:00:00+02:00,2017-07-13T11:49:34+02:00,42574,54.037208,23.892877,,
13/07/17,Place in Leipalingis,2017-07-13T12:07:43+02:00,2017-07-13T12:11:28+02:00,225,54.043746,23.872821,,
13/07/17,Place in Leipalingis,2017-07-13T12:19:48+02:00,2017-07-13T12:24:47+02:00,299,54.037125,23.864373,,
13/07/17,Place in Leipalingis,2017-07-13T12:58:04+02:00,2017-07-13T13:02:54+02:00,290,54.062712,23.821328,,
13/07/17,Place in Berzniki,2017-07-13T14:40:08+02:00,2017-07-13T14:49:47+02:00,579,54.045512,23.526428,,
13/07/17,Place in Berzniki,2017-07-13T15:18:45+02:00,2017-07-13T15:29:54+02:00,669,54.081213,23.468494,,
13/07/17,Place in Berzniki,2017-07-13T15:42:24+02:00,2017-07-13T17:56:39+02:00,8055,54.081201,23.464846,,
13/07/17,Place in Berzniki,2017-07-13T17:57:42+02:00,2017-07-13T18:01:43+02:00,241,54.081213,23.468494,,
13/07/17,Place in Płaska,2017-07-13T19:50:13+02:00,2017-07-13T20:10:04+02:00,1191,53.903137,23.244763,,
13/07/17,Place in Sztabin,2017-07-13T21:49:11+02:00,2017-07-13T21:52:12+02:00,181,53.757081,23.127551,,
13/07/17,Place in Sztabin,2017-07-13T22:27:00+02:00,2017-07-14T00:00:00+02:00,5580,53.738374,23.106468,,
