Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
26/03/17,Mikkeller & Friends,2017-03-26T00:00:00+01:00,2017-03-26T00:15:14+01:00,914,55.694695709633,12.543154108109,,
26/03/17,Kösem Café & Restaurant,2017-03-26T00:17:14+01:00,2017-03-26T01:01:53+01:00,2679,55.69736,12.5445,,
26/03/17,"Place in Christianshavn, København",2017-03-26T01:19:24+01:00,2017-03-26T10:41:35+02:00,30131,55.67439,12.59182,,
26/03/17,"Place in Christianshavn, København",2017-03-26T11:25:50+02:00,2017-03-26T12:28:20+02:00,3750,55.67439,12.59182,,
26/03/17,Aji,2017-03-26T13:04:18+02:00,2017-03-26T14:15:12+02:00,4254,55.77168,12.5017,,
26/03/17,Paradis Lyngby,2017-03-26T14:19:25+02:00,2017-03-26T14:46:56+02:00,1651,55.77007,12.50384,,
26/03/17,Place in Kongens Lyngby,2017-03-26T14:56:52+02:00,2017-03-26T15:04:54+02:00,482,55.774031,12.497819,,
26/03/17,Bus stop,2017-03-26T15:14:40+02:00,2017-03-26T15:53:55+02:00,2355,55.770658,12.505334,,
26/03/17,Place in Kongens Lyngby,2017-03-26T16:07:13+02:00,2017-03-26T20:16:14+02:00,14941,55.78699,12.52329,,
26/03/17,"Place in Christianshavn, København",2017-03-26T21:05:30+02:00,2017-03-27T00:00:00+02:00,10470,55.67439,12.59182,,
