Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
08/07/17,Place in Salacgriva,2017-07-08T00:00:00+02:00,2017-07-08T11:39:27+02:00,41967,57.657055,24.369526,,
08/07/17,Place in Salacgrīvas pagasts,2017-07-08T11:39:28+02:00,2017-07-08T11:49:53+02:00,625,57.657233,24.372021,,
08/07/17,Place in Liepupe,2017-07-08T12:56:43+02:00,2017-07-08T13:43:16+02:00,2793,57.466162,24.435835,,
08/07/17,Place in Saulkrasti,2017-07-08T14:45:04+02:00,2017-07-08T15:16:30+02:00,1886,57.271607,24.415995,,
08/07/17,Place in Saulkrasti,2017-07-08T15:16:31+02:00,2017-07-08T16:39:44+02:00,4993,57.272441,24.413518,,
08/07/17,Place in Seja,2017-07-08T17:37:44+02:00,2017-07-08T17:46:56+02:00,552,57.199964,24.593793,,
08/07/17,Place in Ropazi,2017-07-08T19:16:48+02:00,2017-07-08T19:34:45+02:00,1077,56.979334,24.631272,,
08/07/17,Place in Ropazi,2017-07-08T19:38:18+02:00,2017-07-08T19:45:32+02:00,434,56.973648,24.633251,,
08/07/17,Place in Tīnūžu pagasts,2017-07-08T20:51:02+02:00,2017-07-08T20:54:36+02:00,214,56.825009,24.598787,,
08/07/17,Place in Ogre,2017-07-08T21:31:10+02:00,2017-07-09T00:00:00+02:00,8930,56.796208,24.614205,,
