Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
05/06/17,"Place in Christianshavn, København",2017-06-05T00:00:00+02:00,2017-06-05T10:49:17+02:00,38957,55.67439,12.59182,,
05/06/17,"Place in Indre By, København",2017-06-05T11:11:02+02:00,2017-06-05T12:09:51+02:00,3529,55.681989,12.593893,,
05/06/17,"Place in Indre By, København",2017-06-05T12:09:52+02:00,2017-06-05T12:13:25+02:00,213,55.681989,12.593893,,
05/06/17,Place in Kastrup,2017-06-05T13:59:43+02:00,2017-06-05T14:14:29+02:00,886,55.630198,12.649368,,
05/06/17,Place in Kastrup,2017-06-05T14:23:36+02:00,2017-06-05T14:57:11+02:00,2015,55.628937,12.645279,,
05/06/17,"Place in Christianshavn, København",2017-06-05T15:22:46+02:00,2017-06-05T15:52:02+02:00,1756,55.67439,12.59182,,
05/06/17,"Place in Christianshavn, København",2017-06-05T16:04:23+02:00,2017-06-05T19:51:58+02:00,13655,55.689235,12.610751,,
05/06/17,"Place in Christianshavn, København",2017-06-05T20:04:45+02:00,2017-06-05T20:15:57+02:00,672,55.676909,12.595295,,
05/06/17,"Place in Christianshavn, København",2017-06-05T20:20:20+02:00,2017-06-06T00:00:00+02:00,13180,55.67439,12.59182,,
06/06/17,"Place in Christianshavn, København",2017-06-06T00:00:00+02:00,2017-06-06T07:57:20+02:00,28640,55.67439,12.59182,,
06/06/17,"Place in Østerport, København",2017-06-06T08:06:35+02:00,2017-06-06T12:17:46+02:00,15071,55.687368,12.591419,,
06/06/17,"Place in Indre By, København",2017-06-06T12:23:00+02:00,2017-06-06T12:47:31+02:00,1471,55.687688,12.597841,,
06/06/17,"Place in Østerport, København",2017-06-06T12:55:40+02:00,2017-06-06T16:30:12+02:00,12872,55.687368,12.591419,,
06/06/17,"Place in Indre By, København",2017-06-06T16:48:02+02:00,2017-06-06T18:12:19+02:00,5057,55.680859,12.581974,,
06/06/17,"Place in Christianshavn, København",2017-06-06T18:28:07+02:00,2017-06-07T00:00:00+02:00,19913,55.67439,12.59182,,
07/06/17,"Place in Christianshavn, København",2017-06-07T00:00:00+02:00,2017-06-07T06:42:02+02:00,24122,55.67439,12.59182,,
07/06/17,"Place in Indre By, København",2017-06-07T06:58:42+02:00,2017-06-07T08:24:03+02:00,5121,55.687137,12.597209,,
07/06/17,"Place in Østerport, København",2017-06-07T08:24:04+02:00,2017-06-07T12:20:31+02:00,14187,55.687368,12.591419,,
07/06/17,"Place in Østerport, København",2017-06-07T12:20:32+02:00,2017-06-07T12:49:34+02:00,1742,55.687959,12.596893,,
07/06/17,"Place in Østerport, København",2017-06-07T12:53:11+02:00,2017-06-07T16:29:04+02:00,12953,55.687368,12.591419,,
07/06/17,"Place in Christianshavn, København",2017-06-07T16:38:04+02:00,2017-06-08T00:00:00+02:00,26516,55.67439,12.59182,,
08/06/17,"Place in Christianshavn, København",2017-06-08T00:00:00+02:00,2017-06-08T07:53:04+02:00,28384,55.67439,12.59182,,
08/06/17,"Place in Østerport, København",2017-06-08T08:01:05+02:00,2017-06-08T12:29:58+02:00,16133,55.687368,12.591419,,
08/06/17,"Place in Indre By, København",2017-06-08T12:38:51+02:00,2017-06-08T13:38:41+02:00,3590,55.687688,12.597841,,
08/06/17,"Place in Indre By, København",2017-06-08T13:41:41+02:00,2017-06-08T13:42:46+02:00,65,55.68753,12.596189,,
08/06/17,"Place in Østerport, København",2017-06-08T13:49:25+02:00,2017-06-08T16:46:35+02:00,10630,55.687368,12.591419,,
08/06/17,"Place in Christianshavn, København",2017-06-08T16:55:41+02:00,2017-06-08T17:44:00+02:00,2899,55.67439,12.59182,,
08/06/17,"Place in Amagerbro Station, København",2017-06-08T18:00:20+02:00,2017-06-08T19:40:41+02:00,6021,55.657841,12.606933,,
08/06/17,"Place in Christianshavn, København",2017-06-08T19:47:48+02:00,2017-06-08T20:01:37+02:00,829,55.672395,12.591317,,
08/06/17,"Place in Christianshavn, København",2017-06-08T20:01:37+02:00,2017-06-09T00:00:00+02:00,14303,55.67439,12.59182,,
09/06/17,"Place in Christianshavn, København",2017-06-09T00:00:00+02:00,2017-06-09T08:07:23+02:00,29243,55.67439,12.59182,,
09/06/17,"Place in Østerport, København",2017-06-09T08:15:47+02:00,2017-06-09T12:16:18+02:00,14431,55.687368,12.591419,,
09/06/17,"Place in Indre By, København",2017-06-09T12:20:18+02:00,2017-06-09T12:47:32+02:00,1634,55.687726,12.596639,,
09/06/17,"Place in Østerport, København",2017-06-09T12:57:58+02:00,2017-06-09T16:37:01+02:00,13143,55.687368,12.591419,,
09/06/17,"Place in Amagerbro Station, København",2017-06-09T17:22:25+02:00,2017-06-09T17:57:45+02:00,2120,55.664262,12.594103,,
