Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
17/04/17,Place in Reykjavík,2017-04-17T00:00:00+02:00,2017-04-17T00:08:13+02:00,493,64.143087,-21.928349,,
17/04/17,Place in Reykjavík,2017-04-17T00:23:22+02:00,2017-04-17T15:23:29+02:00,54007,64.143027,-21.91663,,
17/04/17,Place in Reykjavík,2017-04-17T15:32:18+02:00,2017-04-17T15:53:01+02:00,1243,64.14402,-21.9261,,
17/04/17,Place in Reykjavík,2017-04-17T15:53:02+02:00,2017-04-17T16:05:16+02:00,734,64.144528,-21.92172,,
17/04/17,Place in Reykjavík,2017-04-17T16:08:38+02:00,2017-04-17T19:35:09+02:00,12391,64.143027,-21.91663,,
17/04/17,Place in Reykjavík,2017-04-17T19:46:56+02:00,2017-04-17T20:10:20+02:00,1404,64.146514,-21.933457,,
17/04/17,Place in Reykjavík,2017-04-17T20:16:11+02:00,2017-04-17T20:18:52+02:00,161,64.143905,-21.921153,,
17/04/17,Place in Reykjavík,2017-04-17T20:32:51+02:00,2017-04-17T21:55:42+02:00,4971,64.145504,-21.928552,,
17/04/17,Place in Reykjavík,2017-04-17T22:04:33+02:00,2017-04-18T00:00:00+02:00,6927,64.143027,-21.91663,,
18/04/17,Place in Reykjavík,2017-04-18T00:00:00+02:00,2017-04-18T12:03:52+02:00,43432,64.143027,-21.91663,,
18/04/17,Place in Reykjavík,2017-04-18T12:15:01+02:00,2017-04-18T12:53:32+02:00,2311,64.14402,-21.9261,,
18/04/17,Place in Reykjavík,2017-04-18T12:53:32+02:00,2017-04-18T13:05:13+02:00,701,64.144829,-21.93118,,
18/04/17,Place in Reykjavík,2017-04-18T13:05:14+02:00,2017-04-18T13:21:58+02:00,1004,64.146066,-21.93268,,
18/04/17,Place in Reykjavík,2017-04-18T13:21:59+02:00,2017-04-18T14:26:30+02:00,3871,64.147182,-21.93262,,
18/04/17,Place in Reykjavík,2017-04-18T14:30:17+02:00,2017-04-18T14:46:50+02:00,993,64.145594,-21.92752,,
18/04/17,Place in Reykjavík,2017-04-18T14:49:40+02:00,2017-04-18T15:03:32+02:00,832,64.146095,-21.930496,,
18/04/17,Place in Reykjavík,2017-04-18T15:09:05+02:00,2017-04-18T15:11:59+02:00,174,64.14692,-21.93575,,
18/04/17,Icelandic Fish & Chips,2017-04-18T15:24:36+02:00,2017-04-18T16:21:04+02:00,3388,64.149552442265,-21.942125263204,,
18/04/17,Reykjavík Sailors,2017-04-18T16:24:16+02:00,2017-04-18T16:35:36+02:00,680,64.15242285373,-21.946778297424,,
18/04/17,Place in Reykjavík,2017-04-18T16:35:37+02:00,2017-04-18T16:46:48+02:00,671,64.152838,-21.949796,,
18/04/17,Ísbúðin Valdís,2017-04-18T16:46:49+02:00,2017-04-18T16:57:05+02:00,616,64.153345160404,-21.949243050385,,
18/04/17,Place in Reykjavík,2017-04-18T17:28:33+02:00,2017-04-18T17:30:51+02:00,138,64.14465,-21.923977,,
18/04/17,Place in Reykjavík,2017-04-18T17:34:06+02:00,2017-04-18T23:52:45+02:00,22719,64.143027,-21.91663,,
19/04/17,Place in Reykjavík,2017-04-19T00:01:02+02:00,2017-04-19T01:35:11+02:00,5649,64.145504,-21.928552,,
19/04/17,Place in Reykjavík,2017-04-19T01:45:11+02:00,2017-04-19T11:28:04+02:00,34973,64.143027,-21.91663,,
