Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
29/05/17,"Place in Christianshavn, København",2017-05-29T00:00:00+02:00,2017-05-29T08:00:58+02:00,28858,55.67439,12.59182,,
29/05/17,"Place in Østerport, København",2017-05-29T08:08:51+02:00,2017-05-29T12:04:10+02:00,14119,55.687368,12.591419,,
29/05/17,"Place in Indre By, København",2017-05-29T12:12:54+02:00,2017-05-29T12:37:17+02:00,1463,55.687688,12.597841,,
29/05/17,"Place in Østerport, København",2017-05-29T12:45:15+02:00,2017-05-29T16:13:26+02:00,12491,55.687368,12.591419,,
29/05/17,"Place in Christianshavn, København",2017-05-29T16:27:03+02:00,2017-05-30T00:00:00+02:00,27177,55.67439,12.59182,,
30/05/17,"Place in Christianshavn, København",2017-05-30T00:00:00+02:00,2017-05-30T08:18:01+02:00,29881,55.67439,12.59182,,
30/05/17,"Place in Østerport, København",2017-05-30T08:27:27+02:00,2017-05-30T12:13:00+02:00,13533,55.687368,12.591419,,
30/05/17,"Place in Indre By, København",2017-05-30T12:21:33+02:00,2017-05-30T12:54:26+02:00,1973,55.687688,12.597841,,
30/05/17,"Place in Østerport, København",2017-05-30T13:05:27+02:00,2017-05-30T17:11:58+02:00,14791,55.687368,12.591419,,
30/05/17,"Place in Christianshavn, København",2017-05-30T17:25:44+02:00,2017-05-31T00:00:00+02:00,23656,55.67439,12.59182,,
31/05/17,"Place in Christianshavn, København",2017-05-31T00:00:00+02:00,2017-05-31T06:46:01+02:00,24361,55.67439,12.59182,,
31/05/17,"Place in Indre By, København",2017-05-31T06:53:15+02:00,2017-05-31T08:21:59+02:00,5324,55.687137,12.597209,,
31/05/17,"Place in Østerport, København",2017-05-31T08:22:00+02:00,2017-05-31T12:22:23+02:00,14423,55.687368,12.591419,,
31/05/17,"Place in Indre By, København",2017-05-31T12:29:31+02:00,2017-05-31T12:52:32+02:00,1381,55.687688,12.597841,,
31/05/17,"Place in Østerport, København",2017-05-31T13:00:19+02:00,2017-05-31T16:51:31+02:00,13872,55.687368,12.591419,,
31/05/17,"Place in Christianshavn, København",2017-05-31T16:59:12+02:00,2017-05-31T19:40:12+02:00,9660,55.67439,12.59182,,
31/05/17,"Place in Nørrebro, København",2017-05-31T20:12:51+02:00,2017-05-31T20:24:23+02:00,692,55.687448,12.559098,,
31/05/17,"Place in Christianshavn, København",2017-05-31T21:11:34+02:00,2017-06-01T00:00:00+02:00,10106,55.67439,12.59182,,
01/06/17,"Place in Christianshavn, København",2017-06-01T00:00:00+02:00,2017-06-01T09:24:38+02:00,33878,55.67439,12.59182,,
01/06/17,"Place in Christianshavn, København",2017-06-01T09:24:39+02:00,2017-06-01T09:36:09+02:00,690,55.673645,12.591858,,
01/06/17,"Place in Christianshavn, København",2017-06-01T09:36:10+02:00,2017-06-01T14:38:39+02:00,18149,55.67439,12.59182,,
01/06/17,"Place in Christianshavn, København",2017-06-01T14:38:39+02:00,2017-06-01T14:40:45+02:00,126,55.67439,12.59182,,
01/06/17,"Place in Christianshavn, København",2017-06-01T14:44:43+02:00,2017-06-01T14:53:09+02:00,506,55.672154,12.592267,,
01/06/17,Place in Kastrup,2017-06-01T15:14:40+02:00,2017-06-01T15:32:31+02:00,1071,55.628935,12.649188,,
01/06/17,Place in Kastrup,2017-06-01T15:41:36+02:00,2017-06-01T16:00:28+02:00,1132,55.630198,12.649368,,
01/06/17,Place in Kastrup,2017-06-01T16:00:28+02:00,2017-06-01T16:12:02+02:00,694,55.630466,12.651082,,
01/06/17,Place in Kastrup,2017-06-01T16:19:36+02:00,2017-06-01T16:24:30+02:00,294,55.630473,12.648109,,
01/06/17,"Place in Christianshavn, København",2017-06-01T16:54:36+02:00,2017-06-01T17:16:44+02:00,1328,55.67439,12.59182,,
01/06/17,"Place in Indre By, København",2017-06-01T17:31:49+02:00,2017-06-01T17:56:55+02:00,1506,55.681248,12.592744,,
01/06/17,"Place in Christianshavn, København",2017-06-01T18:11:40+02:00,2017-06-01T19:46:30+02:00,5690,55.67439,12.59182,,
01/06/17,"Place in Christianshavn, København",2017-06-01T20:13:22+02:00,2017-06-01T20:18:26+02:00,304,55.676909,12.595295,,
01/06/17,"Place in Christianshavn, København",2017-06-01T20:27:42+02:00,2017-06-01T21:17:53+02:00,3011,55.67439,12.59182,,
01/06/17,"Place in Centrum, København",2017-06-01T21:53:18+02:00,2017-06-01T22:51:41+02:00,3503,55.676287,12.574589,,
01/06/17,"Place in Christianshavn, København",2017-06-01T23:43:06+02:00,2017-06-01T23:44:47+02:00,101,55.675809,12.593242,,
01/06/17,"Place in Christianshavn, København",2017-06-01T23:44:48+02:00,2017-06-02T00:00:00+02:00,912,55.67439,12.59182,,
02/06/17,"Place in Christianshavn, København",2017-06-02T00:00:00+02:00,2017-06-02T10:29:58+02:00,37798,55.67439,12.59182,,
02/06/17,"Place in Indre By, København",2017-06-02T10:47:43+02:00,2017-06-02T10:52:35+02:00,292,55.681989,12.593893,,
02/06/17,"Place in Indre By, København",2017-06-02T11:05:03+02:00,2017-06-02T11:07:03+02:00,120,55.680316,12.587356,,
02/06/17,"Place in Centrum, København",2017-06-02T11:16:13+02:00,2017-06-02T11:26:16+02:00,603,55.678823,12.585082,,
02/06/17,"Place in Indre By, København",2017-06-02T11:32:47+02:00,2017-06-02T11:43:49+02:00,662,55.681093,12.581156,,
02/06/17,"Place in Østerport, København",2017-06-02T12:33:29+02:00,2017-06-02T12:45:12+02:00,703,55.692863,12.599089,,
02/06/17,"Place in Østerport, København",2017-06-02T12:50:00+02:00,2017-06-02T13:05:05+02:00,905,55.689121,12.597003,,
02/06/17,"Place in Indre By, København",2017-06-02T13:29:13+02:00,2017-06-02T13:35:05+02:00,352,55.685438,12.590949,,
02/06/17,"Place in Indre By, København",2017-06-02T13:35:05+02:00,2017-06-02T13:42:48+02:00,463,55.686587,12.589734,,
02/06/17,"Place in Christianshavn, København",2017-06-02T14:18:53+02:00,2017-06-02T17:46:42+02:00,12469,55.67439,12.59182,,
02/06/17,"Place in Indre By, København",2017-06-02T18:13:57+02:00,2017-06-02T18:17:39+02:00,222,55.684059,12.595107,,
02/06/17,"Place in Indre By, København",2017-06-02T18:24:10+02:00,2017-06-02T18:29:04+02:00,294,55.682323,12.588723,,
02/06/17,"Place in Nørrebro, København",2017-06-02T18:45:04+02:00,2017-06-02T20:37:13+02:00,6729,55.694696,12.543154,,
02/06/17,"Place in Indre By, København",2017-06-02T21:47:36+02:00,2017-06-02T21:52:32+02:00,296,55.678517,12.594191,,
02/06/17,"Place in Christianshavn, København",2017-06-02T22:04:37+02:00,2017-06-03T00:00:00+02:00,6923,55.67439,12.59182,,
03/06/17,"Place in Christianshavn, København",2017-06-03T00:00:00+02:00,2017-06-03T10:57:07+02:00,39427,55.67439,12.59182,,
03/06/17,"Place in Indre By, København",2017-06-03T11:11:46+02:00,2017-06-03T11:30:35+02:00,1129,55.679848,12.590253,,
03/06/17,"Place in Indre By, København",2017-06-03T12:39:04+02:00,2017-06-03T12:45:14+02:00,370,55.680212,12.589186,,
